Dairy Name,Dairy Address,Milk Cows,Dry Cows,Bred Heifers,Heifers,Calves (4-6 mo.),Calves (0-3 mo.),Total Herd Size,Total Manure Excreted (tons),Total Dry Manure Generated N (lbs),Total Dry Manure Generated N After Ammonia Losses (lbs),Total Dry Manure Generated P (lbs),Total Dry Manure Generated K (lbs),Total Dry Manure Generated Salt (lbs),Total Process Wastewater Generated (gals),Total Process Wastewater Generated N (lbs),Total Process Wastewater Generated P (lbs),Total Process Wastewater Generated K (lbs),Total Process Wastewater Generated Salt (lbs),Average Milk Production (lb per cow per day),Applied N Dry Manure (lbs),Applied P Dry Manure (lbs),Applied K Dry Manure (lbs),Applied Salt Dry Manure (lbs),Applied Process Wastewater N (lbs),Applied Process Wastewater P (lbs),Applied Process Wastewater K (lbs),Applied Process Wastewater Salt (lbs),Applied to Remove Ratio N,Applied to Remove Ratio P,Applied to Remove Ratio K,Applied to Remove Ratio Salt,Total Exports N (lbs),Total Exports P (lbs),Total Exports K (lbs),Total Exports Salt (lbs),Total Applied N (lbs),Total Applied P (lbs),Total Applied K (lbs),Total Applied Salt (lbs),Unaccounted-for N (lbs),Unaccounted-for P (lbs),Unaccounted-for K (lbs),Unaccounted-for Salt (lbs),Average Milk Production (kg per cow),Average Milk Production (L per cow),Total Annual Milk Production (L),Total Process Wastewater Generated (L),Ratio of Wastewater to Milk (L/L),USDA Nitrogen from Manure (lbs),Ratio of USDA N to Reported N,UCCE Nitrogen from Manure (lbs),Ratio of UCCE N to Reported N,Manure Conversion Factor (tons per cow per year)
D&M Ag,1933 Hall Road Denair Stanislaus 95316,980,110,350,350,140,0,1930,36365.29,453646.38,317552.47,75777.15,201105.71,488061.0,19076112.0,103342.99,16160.27,168612.5,857946.34,90.0,0.0,0.0,0.0,0.0,103342.99,16160.27,168612.5,857946.34,1.31,0.88,1.46,2.43,130048.19,33341.96,169505.37,5746149.2,103342.99,16160.27,168612.5,857946.34,187504.27999999997,42435.189999999995,31600.339999999967,-5258088.2,40.82328,39.639404879999994,15770537.231507998,72210905.12592,4.578848777684608,469839.5468,1.035695571515417,497557.3170731707,1.0967955196141335,26.025080991447027
Machado Dairy Farms #2,19405 E Mariposa RD Stockton San Joaquin 95215,500,100,640,1025,400,400,3065,32893.64,385882.87,270118.01,60594.17,96016.95,259128.0,6768000.0,30498.64,626.92,15136.36,535420.54,70.0,98322.83,51848.02,283217.4,0.0,30498.64,626.92,15136.36,535420.54,1.12,1.6,1.52,1.38,0.0,0.0,0.0,0.0,128821.47,52474.939999999995,298353.76,535420.54,171795.18000000002,8746.150000000001,-187200.45,259128.0,31.75144,30.83064824,6751911.964559999,25619654.880000003,3.7944296392599,424985.8288,1.1013337513530985,476948.17073170736,1.2359920789738796,21.902383110028417
Nelson Dairy,19481 Geer AVE Hilmar Merced 95324,0,0,180,110,0,0,290,2889.96,27596.4,19317.48,4670.16,1.0,0.0,840000.0,1270.74,454.51,4742.55,21165.01,1.0,51787.82,21396.14,111362.39,911184.0,1270.74,454.51,4742.55,21165.01,1.21,2.65,2.22,5.19,0.0,0.0,0.0,0.0,53058.56,21850.649999999998,116104.94,932349.01,-32470.339999999997,-16725.979999999996,-111361.39,-911184.0,0.453592,0.440437832,0.0,3179744.4,,37338.2832,1.3530128277601425,38725.60975609756,1.4032848399101898,27.23870344827586
KISST DAIRY #1,20000 CEDAR AVE TRACY San Joaquin 95304,333,23,300,266,100,0,1022,15314.35,180304.86,126213.4,29933.73,66141.1,162525.96,6975000.0,54370.76,3105.03,119308.05,461685.46,80.0,114875.64,43688.8,174453.08,2673639.2,54370.76,3105.03,119308.05,461685.46,0.22,0.69,0.63,4.93,449494.5,121182.4,284844.5,6553070.0,169246.4,46793.83,293761.13,3135324.66,-438156.74,-134937.47,-393156.48,-9064183.24,36.28736,35.23502656,4578439.3512064,26403234.75,5.766863493133933,197861.402,1.0973714296996766,209972.92682926834,1.1645439109587414,25.538450744326035
Van Exel Dairy #1,20002 N Thornton RD Lodi San Joaquin 95242,1320,170,30,0,100,325,1945,40484.02,530121.96,371085.37,86883.44,266529.0,662423.4,19872000.0,99848.39,9768.99,74017.13,1057539.49,85.0,295112.12,121123.12,414802.96,10009572.32,116088.3,11046.22,95906.33,1196137.25,0.9,2.1,1.16,7.18,0.0,0.0,0.0,0.0,411200.42,132169.34,510709.29000000004,11205709.57,59733.340000000026,-35516.90999999999,-170163.16000000003,-9485746.68,38.55532,37.43721572,20360229.769322,75223667.52,3.6946374560735107,523053.53839999996,0.9866664237037077,566773.7804878049,1.0691384686041019,24.44003268791872
ORNELLAS DAIRY 3,20246 S LAMMERS RD TRACY San Joaquin 95304,0,80,150,0,30,90,350,3211.03,35062.8,24543.96,4782.89,1.0,18446.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24543.96,4782.89,1.0,18446.4,0.453592,0.440437832,12860.784694399998,0.0,,41486.507600000004,1.1832057793444906,54571.95121951219,1.5564059692754768,17.96074079126876
Vander Meulen Dairy,20250 Avena RD Escalon San Joaquin 95320,0,0,100,100,0,0,200,1865.86,19032.0,13322.4,3220.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9901.71,3659.53,5384.34,0.0,0.0,0.0,0.0,0.0,1.0,0.38,0.1,0.5,0.0,0.0,0.0,0.0,9901.71,3659.53,5384.34,0.0,3420.6900000000005,-438.73,-5383.34,0.0,0.453592,0.440437832,0.0,0.0,,24106.9112,1.2666514922236234,26707.317073170736,1.40328483991019,25.50008666666666
Live Oak H (Formerly Silveira Dairy Inc.),20271 Johnson AVE Hilmar Merced 95324,400,200,0,0,0,0,600,12382.88,164964.92,115475.44,26472.88,74178.36,234972.0,27180000.0,60902.64,16552.36,89741.46,517906.05,60.0,0.0,0.0,0.0,0.0,60902.64,16552.36,89741.46,517906.05,1.28,1.24,0.99,3.82,0.0,0.0,0.0,0.0,60902.64,16552.36,89741.46,517906.05,115475.44000000002,26472.880000000005,74178.36,234972.00000000006,27.215519999999998,26.426269919999996,5787353.112479999,102887443.8,17.777979293872846,159986.80959999998,0.9698232181726877,219000.0,1.3275549735058823,20.638133333333332
GM Silva Dairies,20316 Crane AVE Hilmar Merced 95324,1295,165,70,430,100,230,2290,41158.6,528198.77,369739.14,86595.82,247830.77,649467.0,19813500.0,73521.85,6021.77,137347.74,693381.38,69.0,52482.73,11731.14,13212.36,1471407.5,55948.28,4043.95,104096.76,525987.35,1.19,0.86,1.0,6.29,98857.06,16872.7,67296.43,167394.02,108431.01000000001,15775.09,117309.12,1997394.85,235972.91999999998,59969.80000000002,200572.96000000002,-821940.4900000002,31.297848,30.390210407999998,16194943.1264232,75002221.035,4.631212375956328,531769.112,1.006759466706066,614357.3170731708,1.1631176594242556,23.337057115198448
"Gold Medal Ag, LLC #2",20326 Johnson AVE Hilmar Merced 95324,400,50,0,0,0,0,450,10457.05,137514.92,96260.44,22849.48,74178.36,200385.0,8196815.0,51146.5,3503.07,51704.35,441598.76,60.0,0.0,0.0,0.0,0.0,15508.34,1153.87,20736.39,155642.31,0.93,0.33,1.02,4.57,73087.31,8584.34,39784.74,578411.57,15508.34,1153.87,20736.39,155642.31,58811.29000000001,16614.34,65361.579999999994,-92070.11999999994,27.215519999999998,26.426269919999996,4340514.83436,31028305.469150003,7.148531142786675,135105.08599999998,0.9824758360765506,164250.0,1.1944158495674504,23.237888888888886
Oslo Dairy,20334 W Oslo RD Hilmar Merced 95324,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,-1755.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44800.76,4331.17,59943.8,527136.96,1.21,0.49,0.7,2.81,0.0,0.0,0.0,0.0,44800.76,4331.17,59943.8,527136.96,-46555.26,-4330.17,-59942.8,-527136.96,0.453592,0.440437832,0.0,0.0,,,,,,
Nyman Brothers Dairy,20445 August AVE Hilmar Merced 95324,1025,250,250,0,250,0,1775,31603.68,411285.12,287899.58,66427.67,190082.06,541588.5,43439850.0,160776.12,15661.08,215344.75,2104142.48,60.0,22134.93,6710.64,10004.51,728191.5,122820.43,11859.85,163145.02,1642617.25,0.89,0.51,0.58,4.33,37955.69,3801.23,52199.73,461525.23,144955.36,18570.49,173149.53,2370808.75,265764.65,59717.02999999999,180077.55,-186603.0,27.215519999999998,26.426269919999996,12298125.36402,164437642.5885,13.370951890731806,408319.5456,0.9927894926030877,509887.1951219512,1.2397414113157101,21.677137264742786
Wagner Dairy #2,20623 E Lone Tree RD Escalon San Joaquin 95320,1100,0,0,0,0,0,1100,28814.92,376698.97,263689.28,63871.57,214136.02,519354.0,16384500.0,72939.85,11817.64,99415.78,657605.61,74.0,36794.74,15169.62,37100.71,639906.88,72939.85,11817.64,99415.78,657605.61,1.35,1.79,1.26,3.26,34276.13,11456.68,20307.43,705477.84,109734.59,26987.260000000002,136516.49,1297512.49,192618.41,37245.26999999999,156727.88,-826030.7200000001,33.565808,32.592399568,13085848.426552,62022050.145,4.739627735497334,372288.76639999996,0.9882924989149824,401500.0,1.0658377961585614,26.195381818181815
Crane Dairy LLC,20633 W Crane AVE Hilmar Merced 95324,0,0,0,287,0,0,287,2630.24,27310.92,19117.64,4621.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55453.46,10014.84,41563.37,1103818.32,0.0,0.0,0.0,0.0,0.88,0.83,0.55,5.16,0.0,0.0,0.0,0.0,55453.46,10014.84,41563.37,1103818.32,-36335.82,-5392.99,-41562.37,-1103818.32,0.453592,0.440437832,0.0,0.0,,33982.7008,1.244289859147916,38325.00000000001,1.40328483991019,25.049904761904756
ORNELLAS DAIRY 2,20634 S LAMMERS RD TRACY San Joaquin 95304,170,0,160,0,0,0,330,5949.21,71088.56,49761.99,12014.84,32085.78,80263.8,2370000.0,4085.71,1631.58,8672.62,37091.86,65.0,3166.56,2133.03,3067.61,0.0,4085.71,1631.58,8672.62,37091.86,1.03,2.21,1.72,0.58,0.0,0.0,0.0,0.0,7252.27,3764.61,11740.230000000001,37091.86,46595.42999999999,9881.81,29018.17,80263.8,29.48348,28.62845908,1776395.885914,8971421.700000001,5.050350415208253,76863.7932,1.0812399801036905,83415.8536585366,1.1734075589453015,26.03176200640341
Valentine Dairy,20717 Bloss AVE Hilmar Merced 95324,0,0,300,208,0,0,508,5621.42,48341.28,33838.9,8180.83,1.0,0.0,14267000.0,29729.77,3983.51,44248.37,349589.24,1.0,10918.02,2367.76,5656.32,935266.46,44887.46,4958.68,52089.33,462269.27,1.15,0.76,0.92,6.42,0.0,0.0,0.0,0.0,55805.479999999996,7326.4400000000005,57745.65,1397535.73,7763.190000000002,4837.9,-13496.279999999999,-1047946.49,0.453592,0.440437832,0.0,54006444.47,,72628.7464,1.5024167005921234,67836.58536585367,1.40328483991019,30.24648556430446
Nylund Dairy Farms LLC,20723 Geer AVE Hilmar Merced 95324,2050,300,600,420,180,300,3850,70026.15,881742.55,617219.79,145025.47,400422.21,1037061.0,20280000.0,95301.99,8134.3,162745.78,937425.56,75.0,67106.01,25020.49,29259.62,0.0,82796.5,7356.31,141482.05,831547.54,1.06,1.12,1.03,2.43,37082.56,14584.52,82706.43,105878.02,149902.51,32376.800000000003,170741.66999999998,831547.54,525536.71,106198.44999999998,309719.89,1037061.0,34.0194,33.0328374,28333916.27985,76768114.8,2.7094071303723926,904737.8579999999,1.026079390180274,1015323.1707317072,1.1514961716792584,24.157106857383255
ORNELLAS DAIRY 1,20749 S LAMMERS RD TRACY San Joaquin 95304,600,85,0,350,200,0,1235,20572.04,256272.38,179390.67,41725.62,113243.95,302883.3,3830000.0,14020.43,2429.71,46196.25,174318.71,65.0,22638.56,12857.44,25162.72,0.0,14020.43,2429.71,46196.25,174318.71,1.22,1.97,2.08,0.5,7375.46,4139.58,7608.67,0.0,36658.990000000005,15287.150000000001,71358.97,174318.71,149376.65,24728.6,80472.56000000001,302883.30000000005,29.48348,28.62845908,7157830.481477,14498120.3,2.0254908715033375,265790.75680000003,1.0371416412490493,305665.243902439,1.1927358067320364,23.213255538736757
John Baptista Facility,20755 W River RD Stevinson Merced 95374,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56220.84,23036.83,69933.24,1557728.64,0.0,0.0,0.0,0.0,0.91,1.74,1.22,5.7,0.0,0.0,0.0,0.0,56220.84,23036.83,69933.24,1557728.64,-56220.14,-23035.83,-69932.24,-1557728.64,0.453592,0.440437832,0.0,0.0,,,,,,
Double Cross #7 (Formerly Larry B. Peterson Dair,20775 W American AVE Hilmar Merced 95324,0,383,0,0,0,0,383,5071.48,70089.0,49062.3,9251.75,1.0,88312.14,5232000.0,13279.16,1090.61,10401.1,166718.08,1.0,0.0,0.0,0.0,0.0,13279.16,1090.61,10401.1,166718.08,1.31,0.58,0.68,3.72,0.0,0.0,0.0,0.0,13279.16,1090.61,10401.1,166718.08,49062.3,9251.75,1.0,88312.13999999998,0.453592,0.440437832,61571.00672444,19805265.12,321.66544244823103,65523.52159999999,0.9348616986973703,139795.0,1.994535519125683,13.241462140992166
Kronberg Facility,20777 Riverside AVE Hilmar Stanislaus 95324,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39823.17,2215.72,26836.27,194546.99,1.32,0.36,0.7,1.54,0.0,0.0,0.0,0.0,39823.17,2215.72,26836.27,194546.99,-39822.47,-2214.72,-26835.27,-194546.99,0.453592,0.440437832,0.0,0.0,,,,,,
Live Oak Dairy,21052 Johnson AVE Hilmar Merced 95324,425,50,50,0,0,0,525,11046.11,143756.41,100629.49,23804.89,76014.61,212188.5,9072000.0,41429.52,3677.14,52640.99,512852.99,50.0,0.0,0.0,0.0,0.0,41429.52,3677.14,52640.99,512852.99,1.26,0.52,1.16,3.41,0.0,0.0,0.0,0.0,41429.52,3677.14,52640.99,512852.99,100629.49000000002,23804.89,76014.61000000002,212188.5,22.6796,22.0218916,3818045.4561500004,34341239.52,8.994455386769715,142715.74120000002,0.9927608876710264,180051.8292682927,1.2524786148199771,22.392608652657604
Double Cross #6 (Formerly Larry B. Peterson Dair,21189 American AVE Hilmar Merced 95324,748,172,77,0,0,0,997,22514.15,293807.7,205665.39,48615.88,145119.71,392820.48,29328000.0,73460.78,12673.34,100013.85,940591.24,73.0,0.0,0.0,0.0,0.0,73460.78,12673.34,100013.85,940591.24,1.15,1.15,1.15,3.42,0.0,0.0,0.0,0.0,73460.78,12673.34,100013.85,940591.24,205665.39000000004,48615.880000000005,145119.71,392820.48,33.112216,32.151961736,10796628.750948798,111018504.48,10.282700928310033,290882.818,0.9900449103274013,346082.31707317074,1.1779211949624557,23.744827009646304
Peter DeVisser Dairy,21268 E Avena RD Escalon San Joaquin 95320,680,91,20,250,50,0,1091,21983.57,278822.94,195176.06,46404.07,132822.98,342037.98,27426000.0,106894.54,6288.13,113120.65,1566732.36,75.0,14881.2,6903.89,24715.28,266666.28,106894.54,6288.13,113120.65,1566732.36,1.16,0.87,1.13,5.05,0.0,0.0,0.0,0.0,121775.73999999999,13192.02,137835.93,1833398.6400000001,180294.86,39500.17999999999,108107.70000000001,75371.69999999995,34.0194,33.0328374,9295935.936921,103818654.66000001,11.16817664885789,284027.7244,1.0186669877306365,319695.48780487804,1.146589616352507,24.7542327867952
Live Oak Dairy B,21334 American AVE Hilmar Merced 95324,630,90,0,0,0,0,720,15868.36,208951.17,146265.82,34477.31,112680.48,318200.4,11160000.0,31818.48,5274.87,48993.5,454535.46,50.0,0.0,0.0,0.0,0.0,31818.48,5274.87,48993.5,454535.46,1.14,0.84,1.21,3.5,0.0,0.0,0.0,0.0,31818.48,5274.87,48993.5,454535.46,146265.82,34477.31,112680.47999999998,318200.4000000001,22.6796,22.0218916,5787353.112480001,42245175.6,7.299567657086863,205019.21120000002,0.9811824035251873,262800.0,1.257710114760305,22.03938888888889
Tiberio Azevedo Dairy,21480 August AVE Hilmar Merced 95324,830,100,450,200,75,125,1780,30531.95,370807.22,259565.05,61097.42,159934.95,414934.2,21860500.0,89109.05,15019.47,128372.25,705999.1,71.0,108631.19,60806.14,298564.96,0.0,34734.13,6966.18,49235.46,278468.48,1.12,2.27,1.95,0.71,54374.92,8053.28,79136.79,427530.62,143365.32,67772.32,347800.42000000004,278468.48,150933.86,291.2899999999927,-138630.01,414934.20000000007,32.205032,31.271086072000003,10614970.1671404,82750955.305,7.795684208436409,394472.794,1.0638217724023822,435151.21951219515,1.1735241280150779,24.603182979559747
5H Farms #2,2163 Rahilly RD Merced Merced 95341,0,0,530,445,0,0,975,9532.52,92781.0,64946.7,15701.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34040.34,7300.43,47393.32,237424.77,0.0,0.0,0.0,0.0,0.68,0.5,0.47,4.22,0.0,0.0,0.0,0.0,34040.34,7300.43,47393.32,237424.77,30906.36,8400.97,-47392.32,-237424.77,0.453592,0.440437832,0.0,0.0,,123160.1584,1.327428658884901,130198.17073170733,1.4032848399101898,26.72364581196581
Clauss Dairy Farms,21670 W Bloss AVE Hilmar Merced 95324,2105,273,119,34,427,533,3491,57766.92,760079.3,532055.51,121066.44,377882.67,1056803.04,51248237.0,116009.33,10840.76,85987.31,1034758.78,51.0,86917.52,22608.53,65805.01,5080172.7,104015.58,9390.2,74323.88,899056.06,1.16,0.94,0.74,8.64,37648.24,4556.78,19083.85,1362661.2,190933.1,31998.73,140128.89,5979228.76,419483.5,95351.69000000002,304657.24,-5250328.14,23.133192,22.462329432,19496628.077093042,193995588.82217002,9.950212316462,746348.6063999999,0.9819351828157928,931132.8048780487,1.2250469192859859,20.740708449729844
Brasil & Sons Dairy # 2,21728 Lone Tree RD Escalon San Joaquin 95320,0,0,120,125,0,0,245,2465.2,23314.2,16319.94,3945.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50777.96,17217.67,52139.38,1325517.24,0.0,0.0,0.0,0.0,0.85,1.39,0.52,4.69,0.0,0.0,0.0,0.0,50777.96,17217.67,52139.38,1325517.24,-34458.02,-13272.189999999999,-52138.38,-1325517.24,0.453592,0.440437832,0.0,0.0,,31850.384,1.366136689228024,32716.46341463415,1.4032848399101898,27.502911564625848
Joe Egli & Sons Dairy,21810 W August AVE Hilmar Merced 95324,0,0,55,30,35,60,180,1201.54,12956.4,9069.48,1713.06,1.0,0.0,2860000.0,3433.23,1403.65,12753.0,69430.4,70.0,0.0,0.0,0.0,0.0,33804.76,5901.87,56955.46,308230.92,1.17,0.89,1.23,1.53,0.0,0.0,0.0,0.0,33804.76,5901.87,56955.46,308230.92,-21302.050000000003,-2785.16,-44201.46,-238800.52,31.75144,30.83064824,0.0,10826272.6,,15523.896799999999,1.1981643666450557,15579.268292682927,1.202438045497432,18.245607407407405
"Hilmar Holsteins, Inc.",21859 Crane AVE Hilmar Merced 95324,2200,400,1300,1200,400,400,5900,92488.83,1129185.36,790429.75,184921.19,438417.56,1130940.0,58673040.0,225076.36,22050.28,361783.19,2567502.57,81.0,70124.09,22907.48,123840.02,591442.24,131397.62,11790.16,213059.09,1464208.81,1.16,1.0,1.38,4.26,93678.73,10260.12,148724.11,1103293.76,201521.71,34697.64,336899.11,2055651.05,720305.67,162013.71000000002,314577.53,539497.7599999998,36.740952,35.675464392,33856015.708008,222101512.34640002,6.560178677311581,1194955.6836,1.058245816789548,1318451.2195121953,1.1676127465132875,24.29238968609865
Vaz Dairy,21876 Sunset RD Los Banos Merced 93635,885,150,150,0,0,0,1185,25960.35,332539.98,232777.99,55173.14,167034.82,452430.9,33300000.0,78000.05,11587.2,98463.66,1106276.62,65.0,60491.67,26837.07,136399.04,3296473.77,78000.05,11587.2,98463.66,1106276.62,1.03,0.99,0.88,8.2,0.0,0.0,0.0,0.0,138491.72,38424.270000000004,234862.7,4402750.390000001,172286.31999999998,28336.069999999992,30635.77999999997,-2844042.8700000006,29.48348,28.62845908,10815116.128947,126054153.0,11.655367496481345,335407.72199999995,1.0086237510449119,397805.4878048781,1.1962636426599838,23.81949983215844
B-6 Dairy,22014 Turner AVE Hilmar Merced 95324,1638,218,147,105,0,0,2108,48701.83,622292.99,435605.09,103971.37,317788.89,823631.76,39719500.0,125669.62,13839.67,91202.84,796683.38,73.0,0.0,0.0,0.0,0.0,116166.11,13845.62,97130.03,805032.97,1.18,0.71,0.74,2.05,159817.9,18315.11,56621.14,550400.51,116166.11,13845.62,97130.03,805032.97,285290.69999999995,85650.31,255240.55999999994,264881.66000000015,33.112216,32.151961736,21781024.958435837,150354592.495,6.903008135839234,629227.6436000001,1.011143711581903,711091.2195121951,1.142695211000521,24.99843544994742
Double D Dairy,2207 Roberts RD Ceres Stanislaus 95307,2920,410,1120,650,0,0,5100,99212.64,1238934.83,867254.38,207131.9,566510.1,1473186.6,49633890.0,294798.68,13776.4,351289.89,2541373.29,73.0,95567.07,28651.6,99770.85,1562195.48,294798.68,13776.4,351289.89,2541373.29,1.25,0.58,0.77,1.74,328538.5,52439.8,114988.47,2716760.64,390365.75,42428.0,451060.74,4103568.77,443148.81000000006,126040.49999999999,351750.78,-2805769.52,33.112216,32.151961736,39079101.8920212,187884623.5449,4.807803005914537,1281827.3088,1.0346204479536667,1451809.756097561,1.1718209230565912,24.943084621044886
John Vieira Partnership,22075 Lone Tree RD Escalon San Joaquin 95320,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3566.4,1673.24,8083.84,0.0,0.0,0.0,0.0,0.0,0.69,0.29,0.22,0.03,0.0,0.0,0.0,0.0,3566.4,1673.24,8083.84,0.0,-3565.7000000000003,-1672.24,-8082.84,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
"Nunes Brothers, Inc.",22116 W HWY 152 Los Banos Merced 93635,700,110,200,250,50,0,1310,23821.49,295537.94,206876.56,48948.29,132117.94,355861.8,49896000.0,136871.65,32068.45,269647.08,1711456.69,65.0,34572.35,11262.94,48627.92,814127.8,136871.65,32068.45,269647.08,1711456.69,0.94,1.28,1.33,5.87,0.0,0.0,0.0,0.0,171444.0,43331.39,318275.0,2525584.49,172304.20999999996,37685.350000000006,83490.02000000002,-458266.00000000023,29.48348,28.62845908,8464003.927002,188876817.36,22.315303606776716,307773.6508,1.0414014890947674,357967.0731707317,1.2112389805881834,23.991183738639158
Wagner Dairy L.P.,22176 Skiff RD Escalon San Joaquin 95320,1800,270,900,600,350,0,3920,68520.27,840348.47,588243.93,139009.68,356333.6,912108.6,41025750.0,175614.09,19465.18,226272.18,1736174.87,79.0,14186.5,6641.11,25205.38,192835.49,175614.09,19465.18,226272.18,1736174.87,1.01,0.64,0.69,1.2,213823.47,64914.6,249373.32,2943357.41,189800.59,26106.29,251477.56,1929010.36,360233.9600000001,67453.96999999997,81754.90000000002,-2224084.3,35.833768,34.794588728,26289051.513440404,155299284.3075,5.907374947631812,885281.8884,1.0534699829940788,971434.1463414634,1.1559896650272516,24.94522349493873
County Line Cattle,2222 S Healy RD Merced Merced 95341,0,0,790,1180,195,0,2165,19707.29,197457.0,138219.9,32431.44,1.0,0.0,26518800.0,30096.72,3474.4,38063.49,221299.39,1.0,36549.57,9847.55,36360.19,869235.84,30096.72,3474.4,38063.49,221299.39,1.2,0.83,0.79,3.18,0.0,0.0,0.0,0.0,66646.29000000001,13321.949999999999,74423.68,1090535.23,101670.32999999999,22583.89,-36359.189999999995,-869235.84,0.453592,0.440437832,0.0,100384530.708,,254618.1868,1.289486758129618,271746.9512195122,1.3762335658878246,24.880643264049265
Broder Farms,22245 August AVE Hillmar Merced 95324,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,-7.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41973.88,4391.93,41013.38,510986.39,1.04,0.39,0.46,3.1,0.0,0.0,0.0,0.0,41973.88,4391.93,41013.38,510986.39,-41973.18,-4398.09,-41012.38,-510986.39,0.453592,0.440437832,0.0,0.0,,,,,,
CENTRAL VALLEY REGION,,314,17,93,79,68,32,603,10228.77,127301.55,89111.09,20886.95,59057.47,152171.82,2130000.0,11136.82,1433.0,32049.81,152000.0,64.0,8965.44,2970.94,8634.34,32252.16,11136.82,1433.0,32049.81,152000.0,1.37,1.73,1.49,2.62,0.0,0.0,0.0,0.0,20102.260000000002,4403.9400000000005,40684.15,184252.16,80145.65,17916.010000000002,50423.13,119919.66,29.029888,28.188021248,3405535.78707712,8062923.300000001,2.3675931789048064,132155.7084,1.038131180649411,148234.51219512196,1.1644360355009185,23.759536003625858
Sunwest Jersey Dairy,22270 W Bloss AVE Hilmar Merced 95324,617,75,0,0,0,0,692,15256.27,200335.63,140234.94,33099.27,109542.37,308603.88,48233160.0,107139.41,8583.48,43219.61,971700.64,48.0,0.0,0.0,0.0,0.0,73708.16,7143.92,37399.93,636113.98,1.22,0.46,0.37,2.95,49115.37,4662.99,20674.73,594199.94,73708.16,7143.92,37399.93,636113.98,124550.82,29875.840000000004,94687.31999999999,49990.60000000009,21.772416,21.141015936,5339797.805114879,182582286.1956,34.19273404335803,197111.0084,0.9839039036640661,252580.0,1.2607842149696487,22.046632947976878
Ken Van Foeken Dairy #1,22338 Short RD Hilmar Merced 95324,412,45,45,57,32,40,631,11852.42,151944.68,106361.28,24931.76,75589.44,204897.78,12517500.0,33515.18,7379.4,53748.27,313971.45,57.0,0.0,0.0,0.0,0.0,33515.18,7379.4,53748.27,313971.45,1.08,0.89,1.29,2.77,43480.5,13574.4,98838.6,644784.0,33515.18,7379.4,53748.27,313971.45,62880.78,11357.359999999995,-23249.160000000003,-439886.22000000003,25.854744,25.104956424,4187632.25630532,47383869.675000004,11.315193592669004,153133.2664,1.0078224943446523,183630.60975609758,1.2085359602988244,22.764286316578442
Sierra Vista Dairy,22426 E Monte Vista AVE Denair Merced 95316,0,0,522,531,0,0,1053,10600.47,100203.48,70142.44,16957.51,1.0,0.0,3258500.0,13623.28,1568.99,20176.6,45139.02,1.0,17132.15,7476.81,30351.4,729702.6,0.0,0.0,0.0,0.0,1.71,1.18,0.75,0.0,13623.28,1568.99,20176.6,45139.02,17132.15,7476.81,30351.4,729702.6,53010.29000000001,9480.699999999999,-30350.4,-729702.6,0.453592,0.440437832,0.0,12334758.485000001,,136958.0724,1.3667995602547935,140614.02439024393,1.40328483991019,27.516256410256403
Borba & Sons (Formerly PMB Dairy),2248 W Service RD Modesto Stanislaus 95358,0,0,0,315,0,0,315,2990.61,29975.4,20982.78,5072.76,1.0,0.0,1485000.0,2738.7,431.25,9380.99,44364.52,1.0,0.0,0.0,0.0,0.0,2738.7,431.25,9380.99,44364.52,0.0,0.0,0.0,0.0,16221.15,4392.63,27561.6,1045044.0,2738.7,431.25,9380.99,44364.52,4761.629999999999,680.1300000000001,-27560.6,-1045044.0,0.453592,0.440437832,0.0,5621333.850000001,,38638.6812,1.2890130306851617,42064.02439024391,1.40328483991019,25.950266666666664
D.V. Silveira & Sons Dairy,22578 Henry Miller RD Los Banos Merced 93635,458,68,34,183,65,0,808,13781.09,174945.66,122461.96,28597.51,81313.46,231919.56,4410000.0,20021.82,5237.48,8475.75,248665.14,48.0,5771.16,1923.72,6604.77,0.0,20021.82,5237.48,8475.75,248665.14,1.16,1.67,0.32,1.79,92442.6,27894.96,85955.4,849823.2,25792.98,7161.2,15080.52,248665.14,24248.199999999997,-1221.170000000002,-11246.709999999992,-617903.6399999999,21.772416,21.141015936,4058863.6495526396,16693658.100000001,4.11288960195545,178051.6828,1.0177542146515668,223860.73170731706,1.2796015157353264,21.90357768646302
