Dairy Name,Dairy Address,Average Milk Cows,Average Dry Cows,Average Bred Heifers,Average Heifers,Average Calves (4-6 mo.),Average Calves (0-3 mo.),Average Other/Unspecified Head,Total Manure Excreted (tons),Average Milk Production (lb per cow per day),Total Dry Manure Generated N After Ammonia Losses (lbs),Total Dry Manure Generated N (lbs),Total Dry Manure Generated P (lbs),Total Dry Manure Generated K (lbs),Total Dry Manure Generated Salt (lbs),Total Process Wastewater Generated (gals),Total Process Wastewater Generated N (lbs),Total Process Wastewater Generated P (lbs),Total Process Wastewater Generated K (lbs),Total Process Wastewater Generated Salt (lbs),Applied N Dry Manure (lbs),Applied P Dry Manure (lbs),Applied K Dry Manure (lbs),Applied Salt Dry Manure (lbs),Applied Process Wastewater (gals),Applied Process Wastewater N (lbs),Applied Process Wastewater P (lbs),Applied Process Wastewater K (lbs),Applied Process Wastewater Salt (lbs),Applied to Removed Ratio N,Applied to Removed Ratio P,Applied to Removed Ratio K,Applied to Removed Ratio Salt,File Name,Average Milk Production (kg per cow),Average Milk Production (L per cow),Reported Annual Milk Production (L),Total Herd Size,Total Applied N (lbs),Total Reported N (lbs),Unaccounted For N (lbs),Total Applied P (lbs),Total Reported P (lbs),Unaccounted For P (lbs),Total Applied K (lbs),Total Reported K (lbs),Unaccounted For K (lbs),Total Applied Salt (lbs),Total Reported Salt (lbs),Unaccounted For Salt (lbs),Total Wastewater Generated (L),Wastewater to Reported Milk Ratio,Estimated Annual Milk Production (L),Estimated Total Wastewater Generated (L),Wastewater to Estimated Milk Ratio,Wastewater Ratio Discrepancy,Calculated Manure Factor,Manure Factor Discrepancy,USDA N Estimate (lbs),UCCE N Estimate (lbs),Nitrogen Discrepancy,USDA Nitrogen % Deviation,UCCE Nitrogen % Deviation,USDA Nitrogen % Deviation,UCCE Nitrogen % Deviation,Wastewater to Reported Milk Ratio,Wastewater to Estimated Milk Ratio,Year,Region,Template,Consultant,Latitude,Longitude,Street Address,City,County,Zip,CADDID,PlaceID,FacilityName
Valadao Dairy,17293 9 1/2 Avenue Hanford CA 93230,1974.0,97.0,0.0,1213.0,0.0,0.0,,78602.93,,0.0,1049586.7,179780.75,343694.95,1810487.86,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,0.0,0.0,0.0,3284.0,0.0,0.0,0.0,0.0,179780.75,0.0,0.0,343694.95,0.0,0.0,1810487.86,0.0,0.0,0.0,24015104.8474672,24735557.99289121,0.0,0.0,0.0,0.0,0.0,763537.6517073171,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.2215,-119.6278,17293 9 1/2 Avenue,Hanford,Kings,932300,10250.0,222322.0,Valadao Dairy
Holland's Dairy,3533 Grangeville Blvd. Hanford CA 93230,1214.0,170.0,0.0,624.0,0.0,0.0,,45011.48,,0.0,610185.1,103363.62,194461.05,1067154.61,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,0.0,0.0,0.0,2008.0,0.0,0.0,0.0,0.0,103363.62,0.0,0.0,194461.05,0.0,0.0,1067154.61,0.0,0.0,0.0,16048722.8917888,16530184.578542463,0.0,0.0,0.0,0.0,0.0,489524.304390244,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.3423,-119.5217,3533 Grangeville Boulevard,Hanford,Kings,932300,10387.0,230544.0,Holland's Dairy
Jersey Creek Dairy,Jersey Creek Dairy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Kings_2023_provost_pritchard.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2023,R5,provost_pritchard,Provost Pritchard,36.2569,-119.5471,14857 5th Avenue,Hanford,Kings,932300,10487.0,233890.0,Jersey Creek Dairy
Hakker Dairy,Hakker Dairy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Kings_2023_provost_pritchard.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2023,R5,provost_pritchard,Provost Pritchard,36.2653,-119.6825,12499 Idaho Avenue,Hanford,Kings,932300,10796.0,257178.0,Hakker Dairy
Moonstone Dairy,1305 lona Avenue Hanford CA 93230,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,Kings_2023_livingston.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2023,R5,livingston,Livingston,36.283,-119.4796,1305 Iona Avenue,Hanford,Kings,932300,10080.0,209329.0,Moonstone Dairy
Friesian Farms Dairy,5593 Avenue 176 TuIare TuIare 93274,2608.0,292.0,773.0,1054.0,0.0,0.0,,90679.36,0.0,0.0,0.0,186659.99,504596.43,0.0,0.0,47946.46,13035.88,56195.18,0.0,202488.0,75204.0,252000.0,0.0,47946.46,47946.46,13035.88,56195.18,441314.58,0.0,0.0,0.0,0.0,Tulare_west_2023_generic_r5.csv,0.0,0.0,0.0,4727.0,250434.46,47946.46,0.0,88239.88,199695.87,0.0,308195.18,560791.61,0.0,441314.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1083442.051219512,0.0,0.0,-100.0,,,,,2023,R5,generic_r5,Self-completed (R5),36.1071,-119.4515,5593 Avenue 176,Tulare,Tulare,932740,10305.0,225474.0,Friesian Farms Dairy
Scheenstra Dairy,16800 Rd 96 Tipton TuIare 93272,3800.0,650.0,500.0,0.0,0.0,0.0,,112624.55,0.0,0.0,1440519.38,0.0,727735.06,0.0,0.0,0.0,0.0,272225.8,0.0,172192.8,49707.6,128047.8,0.0,92378.26,92378.26,17084.47,115531.73,446047.79,0.0,0.0,0.0,0.0,Tulare_west_2023_generic_r5.csv,0.0,0.0,0.0,4950.0,264571.06,0.0,0.0,66792.07,0.0,0.0,243579.53,999960.86,0.0,446047.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406649.243902439,0.0,0.0,-100.0,,,,,2023,R5,generic_r5,Self-completed (R5),36.0941,-119.3467,16800 Road 96 Road,Tipton,Tulare,932720,10774.0,255887.0,Scheenstra Dairy
Oakview Dairy,6775 232 AVE Tulare Tulare 93274,1347.0,64.0,193.0,0.0,0.0,0.0,,38300.43,75.0,0.0,492087.28,83021.33,0.0,648951.75,44832925.0,168165.96,29186.28,278411.85,1697643.91,0.0,0.0,0.0,0.0,168165.96,168165.96,29186.28,278411.85,1697643.91,0.91,0.79,1.6,2.28,Tulare_west_2023_generic_r5.csv,34.0194,35.039981999999995,18046116.32973,1604.0,168165.96,168165.96,0.0,29186.28,112207.61,0.0,278411.85,278411.85,0.0,1697643.91,2346595.66,0.0,169711002.62425,9.404295058469746,18046116.32973,18587499.8196219,9.404295058469746,0.0,0.0,0.0,0.0,449846.3541463415,0.0,0.0,-100.0,,,,,2023,R5,generic_r5,Self-completed (R5),36.2101,-119.4232,6775 AVENUE 232,Tulare,Tulare,932740,10677.0,245591.0,Oakview Dairy
Rio Blanco Dairy,5041 Ave. 192 Tulare Tulare 93274,1950.0,360.0,350.0,370.0,440.0,395.0,,66549.53,75.0,591954.08,845648.68,136720.56,379848.74,1000939.5,20593783.0,127748.39,22916.13,129376.8,619509.43,91992.0,30123.2,115533.6,0.0,127748.39,127748.39,22916.13,129376.8,619509.43,1.25,1.26,0.83,1.07,Tulare_west_2023_generic_r5.csv,34.0194,35.039981999999995,29543960.8233,3865.0,219740.39,719702.47,0.0,53039.33,159636.69,0.0,244910.4,509225.54,0.0,619509.43,1620448.9300000002,0.0,77955912.10603,2.6386411954807927,29543960.8233,30430279.647999,2.6386411954807927,0.0,0.0,0.0,0.0,812257.5536585366,0.0,0.0,-27.12236687319865,,,,,2023,R5,generic_r5,Self-completed (R5),36.1356,-119.458,5041 Avenue 192,Tulare,Tulare,932740,10745.0,252738.0,Rio Blanco Dairy
Curti Family Farms,19493 Road 30 Tulare Tulare 93274,600.0,0.0,0.0,0.0,0.0,0.0,,14682.43,60.0,134414.91,192021.3,32373.83,110963.54,282510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tulare_west_2023_generic_r5.csv,27.21552,28.0319856,6139004.8464,600.0,0.0,134414.91,0.0,0.0,32373.83,0.0,0.0,110963.54,0.0,0.0,282510.0,0.0,0.0,0.0,6139004.8464,6323174.991792,0.0,0.0,0.0,0.0,0.0,182172.0,0.0,0.0,-26.21538436203149,,,,,2023,R5,generic_r5,Self-completed (R5),36.1425,-119.5052,19515 CA-137,Tulare,Tulare,932740,10974.0,636795.0,Curti Family Farms
Riverview Dairy,9295 Avenue 88 PixIey TuIare 93256,2836.0,351.0,816.0,1052.0,519.0,337.0,,101181.76,0.0,0.0,0.0,206571.58,552436.43,0.0,0.0,234389.35,41300.17,213050.65,0.0,163306.69,26942.59,92273.22,0.0,234389.35,234389.35,41300.17,213050.65,1161169.28,0.0,0.0,0.0,0.0,Tulare_west_2023_generic_r5.csv,0.0,0.0,0.0,5911.0,397696.04,234389.35,0.0,68242.76,247871.75,0.0,305323.87,765487.0800000001,0.0,1161169.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206830.2570731707,0.0,0.0,-100.0,,,,,2023,R5,generic_r5,Self-completed (R5),35.9462,-119.3622,9295 Avenue 88,Pixley,Tulare,932560,11040.0,704630.0,Riverview Dairy
Robert Vander Eyk Dairy,9441 Avenue 104 PixIey TuIare 93272,2671.0,249.0,1450.0,861.0,0.0,0.0,,97678.5,0.0,0.0,1189348.46,199901.21,524386.06,0.0,0.0,245771.73,30069.37,477185.27,0.0,23340.9,10645.34,14229.31,0.0,245771.73,245771.73,30069.37,477185.27,2066839.12,0.0,0.0,0.0,0.0,Tulare_west_2023_generic_r5.csv,0.0,0.0,0.0,5231.0,269112.63,245771.73,0.0,40714.71,229970.58,0.0,491414.58,1001571.33,0.0,2066839.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1143277.407317073,0.0,0.0,-100.0,,,,,2023,R5,generic_r5,Self-completed (R5),35.9763,-119.3623,9441 Avenue 104,Pixley,Tulare,932560,10438.0,233712.0,Robert Vander Eyk Dairy
Airoso Dairy,18809 Road 64 TuIare TuIare 93274,0.0,115.0,150.0,135.0,70.0,0.0,,4293.01,0.0,0.0,51611.0,7600.4,1.0,0.0,0.0,3442.12,10919.31,7655.94,0.0,81819.6,25220.8,131114.4,0.0,3442.12,3442.12,10919.31,7655.94,49937.82,0.0,0.0,0.0,0.0,Tulare_west_2023_generic_r5.csv,0.0,0.0,0.0,470.0,85261.72,3442.12,0.0,36140.11,18519.71,0.0,138770.34,7656.94,0.0,49937.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69166.11707317074,0.0,0.0,-100.0,,,,,2023,R5,generic_r5,Self-completed (R5),36.1307,-119.4304,18809 Road 64,Tulare,Tulare,932740,11004.0,657122.0,Airoso Dairy
Steve Pereira Dairy,5780 Avenue 296 VisaIia TuIare 93291,0.0,230.0,40.0,40.0,4.0,40.0,,0.0,0.0,0.0,94352.79,0.0,0.0,0.0,0.0,14706.31,3378.01,0.0,0.0,0.0,0.0,0.0,0.0,13393.73,13393.73,3034.24,38779.22,135439.35,0.0,0.0,0.0,0.0,Tulare_west_2023_generic_r5.csv,0.0,0.0,0.0,354.0,13393.73,14706.31,0.0,3034.24,3378.01,0.0,38779.22,0.0,0.0,135439.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80348.21951219512,0.0,0.0,-100.0,,,,,2023,R5,generic_r5,Self-completed (R5),36.3294,-119.4447,5780 Avenue 296,Visalia,Tulare,932910,10701.0,248014.0,Steve Pereira Dairy
Aukeman Farms,17297 Road 96 Tulare Tulare 93274,3140.0,415.0,1935.0,840.0,640.0,535.0,,119861.08,75.0,1033418.42,1476312.03,241521.79,611653.87,1573898.25,67189500.0,342397.61,52348.08,278308.56,1465621.75,65952.38,12228.96,44536.25,1457557.9,342397.61,342397.61,52348.08,278308.56,1465621.75,1.23,1.08,0.76,2.05,Tulare_west_2023_generic_r5.csv,34.0194,35.039981999999995,45467004.64365,7505.0,408349.99,1375816.03,0.0,64577.04,293869.87,0.0,322844.81,889962.4299999999,0.0,2923179.65,3039520.0,0.0,254339805.195,5.593942402592857,45467004.64365,46831014.7829595,5.593942402592857,0.0,0.0,0.0,0.0,1431123.9780487805,0.0,0.0,-27.789734792300745,,,,,2023,R5,generic_r5,Self-completed (R5),36.1049,-119.3661,17297 Road 96,Tulare,Tulare,932740,10056.0,208214.0,Aukeman Farms
Curti Family Inc.,3235 Avenue 199 Tulare Tulare 93274,2600.0,300.0,1100.0,0.0,0.0,0.0,,86745.71,60.0,0.0,0.0,0.0,0.0,0.0,49793291.0,0.0,0.0,182788.45,1350908.24,242246.8,81832.8,326498.6,4164103.52,144851.12,144851.12,21777.91,182788.45,1350908.24,1.27,1.49,1.34,3.53,Tulare_west_2023_generic_r5.csv,27.21552,28.0319856,29671856.7576,4000.0,387097.92,0.0,0.0,103610.71,0.0,0.0,509287.05,182788.45,0.0,5515011.76,1350908.24,0.0,188488021.68431,6.352417485165692,29671856.7576,30562012.460328,6.352417485165692,0.0,0.0,0.0,0.0,1002686.536585366,0.0,0.0,-100.0,,,,,2023,R5,generic_r5,Self-completed (R5),36.1473,-119.4999,3235 Avenue 199,Tulare,Tulare,932740,10560.0,238934.0,Curti Family Inc.
Richard Westra Dairy,4070 Avenue 256 Tulare CA 93274,2174.0,321.0,0.0,156.0,0.0,0.0,,64797.64,,0.0,914595.1,160457.65,259306.95,1578794.07,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,2651.0,0.0,0.0,0.0,0.0,160457.65,0.0,0.0,259306.95,0.0,0.0,1578794.07,0.0,0.0,0.0,28931765.617784,29799718.58631752,0.0,0.0,0.0,0.0,0.0,774860.4560975609,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.2539,-119.4843,4070 Avenue 256,Tulare,Tulare,932740,10742.0,252607.0,Richard Westra Dairy
Meadow Lake Dairy,6802 Avenue 120 Tipton CA 93272,4070.0,550.0,0.0,5128.0,0.0,1413.0,,215636.51,,0.0,2769663.8,473313.75,1040268.25,4705643.42,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,11161.0,0.0,0.0,0.0,0.0,473313.75,0.0,0.0,1040268.25,0.0,0.0,4705643.42,0.0,0.0,0.0,53573048.959584,55180240.42837152,0.0,0.0,0.0,0.0,0.0,2024664.0512195125,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.0167,-119.422,6802 Avenue 120,Tipton,Tulare,932720,10616.0,240169.0,Meadow Lake Dairy
Sunset Dairy,29049 Road 68 Visalia CA 93277,548.0,77.0,0.0,0.0,0.0,0.0,,15031.22,,0.0,212072.3,35970.75,5279.25,381067.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,625.0,0.0,0.0,0.0,0.0,35970.75,0.0,0.0,5279.25,0.0,0.0,381067.01,0.0,0.0,0.0,7247436.277000001,7464859.365310001,0.0,0.0,0.0,0.0,0.0,189762.5,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.3172,-119.4234,29049 Road 68,Visalia,Tulare,932770,10824.0,262500.0,Sunset Dairy
Jim Bakker Dairy,30030 Road 60 Visalia CA 93291,100.0,18.0,0.0,69.0,0.0,0.0,,24295.92,,0.0,289620.2,47742.0,89534.5,519751.68,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,47742.0,0.0,0.0,89534.5,0.0,0.0,519751.68,0.0,0.0,0.0,1368315.9690976,1409365.448170528,0.0,0.0,0.0,0.0,0.0,43491.71365853659,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.3357,-119.4371,30030 Road 60,Visalia,Tulare,932910,10433.0,233674.0,Jim Bakker Dairy
Four J Farms Dairy,1223 W. Stanford Avenue Pixley CA 93256,2496.0,195.0,0.0,1135.0,0.0,0.0,,80858.22,,0.0,928866.6,152967.85,294522.15,1630593.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,3826.0,0.0,0.0,0.0,0.0,152967.85,0.0,0.0,294522.15,0.0,0.0,1630593.7,0.0,0.0,0.0,31204561.6342512,32140698.483278736,0.0,0.0,0.0,0.0,0.0,943117.7736585364,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,35.9926,-119.3052,1223 West Stanford Avenue,Pixley,Tulare,932560,11001.0,657094.0,Four J Farms Dairy
Hynes Dairy,4497 N. Colpien Road Tulare CA 93274,1560.0,282.0,0.0,33.0,0.0,250.0,,57909.6,,0.0,776376.9,132719.84,251379.15,1344642.64,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,2125.0,0.0,0.0,0.0,0.0,132719.84,0.0,0.0,251379.15,0.0,0.0,1344642.64,0.0,0.0,0.0,21359644.1955744,22000433.52144163,0.0,0.0,0.0,0.0,0.0,572190.4034146342,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.2492,-119.4005,4497 North Colpien Road,Tulare,Tulare,932740,10350.0,229392.0,Hynes Dairy
P & M Dairy,9535 Avenue 160 Tipton CA 93272,658.0,214.0,0.0,546.0,0.0,0.0,,28813.64,,0.0,386272.2,64394.76,136320.2,669377.08,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,1418.0,0.0,0.0,0.0,0.0,64394.76,0.0,0.0,136320.2,0.0,0.0,669377.08,0.0,0.0,0.0,10111623.0936704,10414971.786480512,0.0,0.0,0.0,0.0,0.0,325406.58634146344,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.0779,-119.3603,9535 Avenue 160,Tipton,Tulare,932720,10684.0,246963.0,P & M Dairy
Golden State Dairy,11425 Road 112 Pixley CA 93256,950.0,107.0,0.0,560.0,0.0,0.0,,31960.71,,0.0,447022.8,75814.15,133170.25,801077.18,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,1617.0,0.0,0.0,0.0,0.0,75814.15,0.0,0.0,133170.25,0.0,0.0,801077.18,0.0,0.0,0.0,12256864.2316624,12624570.158612272,0.0,0.0,0.0,0.0,0.0,383131.4131707317,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,35.9974,-119.3225,11587 Road 112,Pixley,Tulare,932560,10852.0,264646.0,Golden State Dairy
Dykstra Dairy,6801 Avenue 176 Tulare CA 93274,3656.0,408.0,0.0,624.0,0.0,438.0,,115210.46,,0.0,1581858.9,271522.04,443741.45,2808179.841,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,5126.0,0.0,0.0,0.0,0.0,271522.04,0.0,0.0,443741.45,0.0,0.0,2808179.841,0.0,0.0,0.0,47125729.6475648,48539501.53699175,0.0,0.0,0.0,0.0,0.0,1319443.655609756,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.1044,-119.4167,6801 Avenue 176,Tulare,Tulare,932740,10236.0,220951.0,Dykstra Dairy
Parreira Farms,11021 Avenue 120 Pixley CA 93256,0.0,0.0,0.0,243.0,0.0,0.0,,5816.05,,0.0,66065.0,10798.16,34634.85,103749.99,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,10798.16,0.0,0.0,34634.85,0.0,0.0,103749.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26992.55853658537,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.0077,-119.3398,9995 Avenue 120,Pixley,Tulare,932560,11889.0,739632.0,Parreira Farms
Brian James Jongsma Dairy,16026 Road 64 Tipton CA 93272,1969.0,287.0,0.0,687.0,0.0,0.0,,67187.16,,0.0,916956.65,154335.14,278345.35,1622313.73,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,2943.0,0.0,0.0,0.0,0.0,154335.14,0.0,0.0,278345.35,0.0,0.0,1622313.73,0.0,0.0,0.0,26160345.9854592,26945156.365022976,0.0,0.0,0.0,0.0,0.0,761279.0151219512,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.0825,-119.4268,16017 Road 64,Tipton,Tulare,932720,10435.0,233682.0,Brian James Jongsma Dairy
Tony & Julie Jorge Dairy,4645 Avenue 120 Corcoran CA 93212,983.0,137.0,0.0,89.0,0.0,0.0,,28337.22,,0.0,397109.05,67215.48,107499.8,711983.45,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,1209.0,0.0,0.0,0.0,0.0,67215.48,0.0,0.0,107499.8,0.0,0.0,711983.45,0.0,0.0,0.0,12987405.808384,13377027.982635522,0.0,0.0,0.0,0.0,0.0,349940.56341463415,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.0052,-119.4657,4645 Avenue 120,Corcoran,Tulare,932120,10590.0,239389.0,Tony & Julie Jorge Dairy
Pacific Sun Dairy,9086 Avenue 144 Tipton CA 93272,1170.0,248.0,0.0,399.0,0.0,43.0,,41322.27,,0.0,562428.5,95182.51,177244.0,982032.72,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,1860.0,0.0,0.0,0.0,0.0,95182.51,0.0,0.0,177244.0,0.0,0.0,982032.72,0.0,0.0,0.0,16442983.4252576,16936272.92801533,0.0,0.0,0.0,0.0,0.0,476446.42829268286,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.0511,-119.3689,9086 Avenue 144,Tipton,Tulare,932720,10810.0,258480.0,Pacific Sun Dairy
North Moon Dairy,7325 Avenue 144 Tipton CA 93272,769.0,0.0,0.0,0.0,0.0,0.0,,19516.36,,0.0,277878.15,47716.45,64557.55,506917.11,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,769.0,0.0,0.0,0.0,0.0,47716.45,0.0,0.0,64557.55,0.0,0.0,506917.11,0.0,0.0,0.0,8917245.5952208,9184762.963077424,0.0,0.0,0.0,0.0,0.0,233483.78,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.0487,-119.4081,7325 Avenue 144,Tipton,Tulare,932730,10564.0,239040.0,North Moon Dairy
Decade Dairy,3313 Avenue 256 Tulare CA 93274,2730.0,195.0,0.0,195.0,0.0,1170.0,,91573.03,,0.0,1204208.0,212940.27,366865.15,2060724.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,4290.0,0.0,0.0,0.0,0.0,212940.27,0.0,0.0,366865.15,0.0,0.0,2060724.7,0.0,0.0,0.0,33918001.77636,34935541.8296508,0.0,0.0,0.0,0.0,0.0,953070.5853658536,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.2493,-119.5012,3313 AVENUE 256,TULARE,Tulare,932740,11662.0,244215.0,Decade Dairy
Cornerstone Dairy,8769 Ave 128 Tipton CA 93272,3778.0,585.0,0.0,1218.0,0.0,0.0,,123849.36,,0.0,1720485.9,294214.09,513354.25,3023643.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,5581.0,0.0,0.0,0.0,0.0,294214.09,0.0,0.0,513354.25,0.0,0.0,3023643.1,0.0,0.0,0.0,50592903.1624816,52110690.25735605,0.0,0.0,0.0,0.0,0.0,1459990.0941463416,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.0198,-119.3812,8769 Avenue 128,Tipton,Tulare,932720,11038.0,657768.0,Cornerstone Dairy
South Creek Dairy,11450 Avenue 64 Earlimart CA 93219,2447.0,312.0,0.0,1214.0,0.0,0.0,,90165.88,,0.0,1227454.85,210211.53,390608.4,2129396.04,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,3973.0,0.0,0.0,0.0,0.0,210211.53,0.0,0.0,390608.4,0.0,0.0,2129396.04,0.0,0.0,0.0,31993082.7011888,32952875.182224464,0.0,0.0,0.0,0.0,0.0,972539.292195122,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,35.9049,-119.316,11450 Avenue 64,Earlimart,Tulare,932190,10935.0,272663.0,South Creek Dairy
VP Farms Dairy,15503 Road 96 Tipton CA 93272,801.0,214.0,0.0,838.0,0.0,0.0,,50116.18,,0.0,699840.05,117329.25,207345.55,1264335.62,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,1853.0,0.0,0.0,0.0,0.0,117329.25,0.0,0.0,207345.55,0.0,0.0,1264335.62,0.0,0.0,0.0,11769836.513848,12122931.60926344,0.0,0.0,0.0,0.0,0.0,401259.7487804878,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.0708,-119.3602,15503 Road 96,Tulare,Tulare,932740,10870.0,266686.0,VP Farms Dairy
Little Rock Dairy,13955 Road 80 Tipton CA 93272,4935.0,253.0,0.0,633.0,0.0,39.0,,67101.32,,0.0,915868.95,157236.89,282484.45,1589873.34,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Tulare_west_2023_innovative_ag.csv,0.0,0.0,0.0,5860.0,0.0,0.0,0.0,0.0,157236.89,0.0,0.0,282484.45,0.0,0.0,1589873.34,0.0,0.0,0.0,60159519.0481216,61964304.61956525,0.0,0.0,0.0,0.0,0.0,1646938.5551219513,0.0,0.0,-100.0,,,,,2023,R5,innovative_ag,Innovative Ag,36.0401,-119.3958,13955 Road 80,Tipton,Tulare,932720,11024.0,657481.0,Little Rock Dairy
