Origin Dairy Name,Origin Dairy Address,Origin Dairy Address (Geocoded),Hauler Name,Hauler Address,Destination Name,Destination Address,Destination Nearest Cross Street,Destination Type,Destination Type (Standardized),Destination Assessor Parcel Number,Destination Address (Geocoded),Haul Date,First Haul Date,Last Haul Date,Is Pipeline,Manure Mass per Haul (tons),Manure Number of Hauls,Total Manure Amount (tons),Manure Solids (%),Manure Moisture (%),Manure Density,Method Used to Determine Volume of Manure,Source PDF,County,Consultant,Manifest Number,Start Page,End Page,Manifest Type,Parameter Template
Troost Dairy,27000 Road 9 Chowchilla Madera 93610,"(37.063103915932, -120.382916575923)",Shut Eye Transco Llc,24662 Road 9 Chowchilla Ca 93610,Ralph Hayes & Sons Inc (559) 395-6685,20177 S Macaurthur Dr Tracy 95304,San Joaquin,Farmer,Farmer,,"(37.776715963975, -121.415974461202)",11/03/2024,,11/3/2024,False,,,554.04,89.4%,,,Number Of Loads Multiplied By Load Weight,2024AR_Troost Dairy_27000 Road _Madera,fresno_madera,generic_r5,3,273,274,manure,R5-2007-0035_software
Troost Dairy,27000 Road 9 Chowchilla Madera 93610,"(37.063103915932, -120.382916575923)",Shut Eye Transco Llc,24662 Road 9 Chowchilla Ca 93610,Heupel Bros Farms (209) 389-0242,2480 S Burchell Ave Le Grand 95333,Merced,Farmer,Farmer,,"(37.251647749378, -120.288660487381)",11/07/2024,,11/7/2024,False,,,160.97,89.4%,,,Number Of Loads Multiplied By Load Weight,2024AR_Troost Dairy_27000 Road _Madera,fresno_madera,generic_r5,4,275,276,manure,R5-2007-0035_software
Troost Dairy,27000 Road 9 Chowchilla Madera 93610,"(37.063103915932, -120.382916575923)",Shut Eye Transco Llc,24662 Road 9 Chowchilla Ca 93610,Ralph Hayes & Sons Inc (559) 395-6685,20177 S Macaurthur Dr Tracy 95304,San Joaquin,Farmer,Farmer,,"(37.776715963975, -121.415974461202)",11/13/2024,,11/13/2024,False,,,884.57,89.4%,,,Number Of Loads Multiplied By Load Weight,2024AR_Troost Dairy_27000 Road _Madera,fresno_madera,generic_r5,5,277,278,manure,R5-2007-0035_software
Up Legacy Farms,28349 Los Angeles St. Shafter Ca 93263,"(35.49285400449, -119.37473704078)",Hargis & Sons,34378 7Th Standard Blofls. 93314,H3H Arvin Ca 93203 661-557-1933,Edison/Aran,,,,,"(35.347198, -118.870959)",10/17/24,,10/17/2024,False,,,5225.0,,,,Moisture Prove,2024AR_VP Legacy Farms_28349 Los Angeles St_Kern,kern,generic_r5,1,60,61,manure,R5-2007-0035_general_order
Up Legacy Farms,28349 Los Angeles St. Chapter Ca 93263,"(35.49285400449, -119.37473704078)",Hargis & Sons,34378 7Th Standard Blesels. 93314,Wilson,Tulare St/Fresno St. Shafter 93263 Code Assessor'S Parcel,,,,,"(36.726601506984, -119.800375879106)",5/16/2024 10/12/24,,,False,,,300.0,,,,Moisture Probe,2024AR_VP Legacy Farms_28349 Los Angeles St_Kern,kern,generic_r5,2,62,63,manure,R5-2007-0035_general_order
Up Legacy Farms,28349 Los Angeles St. Chapter Ca 93263,"(35.49285400449, -119.37473704078)",Hargis & Sons,34378 7Th Standard Bleskle.,Eric,Palm/Tulare Ave.,,,,,"(36.222960497822, -119.346996000664)",3/23/24,,3/23/2024,False,,,258.0,,,,Moisture Prove,2024AR_VP Legacy Farms_28349 Los Angeles St_Kern,kern,generic_r5,3,64,65,manure,R5-2007-0035_general_order
Vitoria Farms,12429 Ave 24 Chowchilla 93610,"(37.098137664478, -120.324075042146)",Jaf Fertilizer,1275,Fagundes Bros 23732 Road 12 Chowchilla 93610 209 383 6041,Avenue 24 1/2 Road 12 Chowchilla 93610 6025 0140 0005 0000,,,,,"(37.098165725465, -120.17404053488)",4/26/24,,4/26/2024,False,,,2475.0,,,,Haulers Calculations,2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,fresno_madera,generic_r5,1,44,45,manure,R5-2007-0035_general_order
Vitoria Farms,12429 Ave 24 Chowchilla 93610,"(37.098137664478, -120.324075042146)",Jaf Fertilizer,1275 North Ave Gustine 95322,Fagundes Bros 23732 Road 12 Chowchilla 93610 209 383 6041,Avenue 24 1/2 Road 12 Chowchilla 93610 0025 0140 0003 0000,,,,,"(37.098165725465, -120.17404053488)",4/26/24,,4/26/2024,False,,,1200.0,,,,Hauler'S Calculations,2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,fresno_madera,generic_r5,2,46,47,manure,R5-2007-0035_general_order
Vitoria Farms,12429 Ave 24 Chowchilla 93610,"(37.098137664478, -120.324075042146)",Jaf Fertilizer,1275 North Ave Gustine 95322,Fagundes Bros 23732 Road 12 Chowchilla 93610 209 383 6041,Avenue 24 1/2 Road 12 Chowchilla 93610 0025 0140 0008 0000,,,,,"(37.098165725465, -120.17404053488)",4/26/24,,4/26/2024,False,,,240.0,,,,Haulers Calculations,2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,fresno_madera,generic_r5,3,48,49,manure,R5-2007-0035_general_order
Vitoria Farms,12429 Ave 24 Chowchilla 93610,"(37.098137664478, -120.324075042146)",Jaf Fertilizer,1275 North Ave Gustine 95322,Fagundes Bros 23732 Road 12 Chowchilla 93410 209 383 6041,Avenue 24 1/2 Road 12 Chowchilla 93610 0025 0140 0008 0000,,,,,"(37.098165725465, -120.17404053488)",4/26/24,,4/26/2024,False,,,300.0,,,,Hauler'S Calculations,2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,fresno_madera,generic_r5,5,52,53,manure,R5-2007-0035_general_order
Vitoria Farms,12429 Ave 24 Chowchilla 93610,"(37.098137664478, -120.324075042146)",Jof Fertilizer,1275 North Ave Gustine 95322,Fagunder Bros. 23732 Road 12 Chowchilla 93610 209 383-6040,23542 Road 13 Chowchilla 93610 025 210 003,,,,,"(37.091209011661, -120.311355963494)",10/2/2024,,10/2/2024,False,,,465.0,,,,Hauler'S Calculations,2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,fresno_madera,generic_r5,6,54,55,manure,R5-2007-0035_general_order
Vitoria Farms,12429 Ave 24 Chowchilla 93410,"(37.098137664478, -120.324075042146)",Jaf Fertilizer,1275 North Ave Gustine 95322,Fagundes Bros 23732 Road 12 Chowchilla 93610 209 383 6040,11508 Ave 241/2 Chowanilla 93610 025 130 005,,,,,"(37.123933997245, -120.261512868329)",10/21/24,,10/21/2024,False,,,420.0,,,,Hauler'S Calculations,2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,fresno_madera,generic_r5,7,56,57,manure,R5-2007-0035_general_order
Vitoria Farms,12429 Ave 24 Chowchilla 93610,"(37.098137664478, -120.324075042146)",Jaf Fertilizer,1275 North Ave Gustine 95322,Facunder Bros. 23732 Road 12 Chowchilla 93610 209 383-6040,23542 Road 13 Chowchilla 93610 025 210 003,,,,,"(37.091209011661, -120.311355963494)",10/2/2024,,10/2/2024,False,,,1835.0,,,,Hauler'S Calculations),2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,fresno_madera,generic_r5,8,58,59,manure,R5-2007-0035_general_order
Vlot Calf Ranch,20330 Road 4 Chowchilla Madera 93610,"(37.061881989735, -120.48282497585)",Vlot Calf Ranch,20330 Road 4 Chowchilla Ca 93610,Triangle T Ranch (209) 974-4300,18456 Road 1 Dos Palos 93620,Merced,Farmer,Farmer,,"(37.016906457495, -120.524193020782)",05/26/2024,,5/26/2024,False,,,6812.0,61.7 %,,,Number Of Loads Multiplied By Load Weight.,2024AR_Vlot Calf Ranch_20330 Road 4_Madera,fresno_madera,generic_r5,4,323,324,manure,R5-2007-0035_software
Vlot Calf Ranch,20330 Road 4 Chowchilla Madera 93610,"(37.061881989735, -120.48282497585)",Vlot Calf Ranch,20330 Road 4 Chowchilla Ca 93610,Triangle T Ranch (209) 974-4300,18456 Road 1 Dos Palos 93620,Merced,Farmer,Farmer,,"(37.016906457495, -120.524193020782)",11/15/2024,,11/15/2024,False,,,4316.4,71.4%,,,Number Of Loads Multiplied By Load Weight.,2024AR_Vlot Calf Ranch_20330 Road 4_Madera,fresno_madera,generic_r5,5,325,326,manure,R5-2007-0035_software
Westcreek Dairy,8409 5Th Ave Hanford 93230,"(36.355099671686, -119.543932042804)",B Mello Ag Services,5771 7Th Ave Hanford 93230,Wild Oak Farms 5142 Denver Ave Hanford 93230 559-707-1801,7Th Ave & Elder Ave Hanford 93230,,,,,"(36.38661001175, -119.5830229761)",Septembre 9 Thru 13. 2024,,9/13/2024,False,,,1310.0,,,,,2024AR_West Creek Dairy_8409 5th Ave_Kings,kings,livingston,1,77,78,manure,R5-2007-0035_general_order
Westcreek Dairy,8409 5Th Ave Hanford 93230,"(36.355099671686, -119.543932042804)",B Mello Ag Services,5771 7Th Ave Hanford 93230,Wild Oak Farms 5142 Denver Ave Hanford 93230 559-707-1801,7Th Ave & Elder Ave Hanford 93230,,,,,"(36.38661001175, -119.5830229761)",October 10 Thru 15. 2024,,10/10/2015,False,,,2140.0,,,,,2024AR_West Creek Dairy_8409 5th Ave_Kings,kings,livingston,2,79,80,manure,R5-2007-0035_general_order
Western Sky Dairy,18501 Old River Road Bakersfield Ca 93311 !,"(35.186640974298, -119.110154042898)",Rico Trucking Name Fer,P.O. Box 515 Norco Ca 92860,Lake Ranch Name Mark Plantenga Date,South Lake Road Number 42/30/2024 Facility City/State Bakersfieldf Ca,,Farm Z F Al,Farm Z F Al,661-203-9999,"(35.151895148382, -119.225056434776)",Apr 1 2024-Apr 30 2024,,,False,,,11076,68,,,,2024AR_Western Sky Dairy,kern,generic_r5,1b,178,178,manure,R5-2007-0035_one_page_2
Western Sky Dairy,18501 Old River Road Bakersfield Ca 93311 !,"(35.186640974298, -119.110154042898)",Rico Trucking Name Fer,P.O. Box 515 Norco Ca 92860,Lake Ranch Name Mark Plantenga Date,South Lake Road Number 42/30/2024 Facility City/State Bakersfieldf Ca,,Farm Z F Al,Farm Z F Al,661-203-9999,"(35.151895148382, -119.225056434776)",Jul 1 2024-Jul 31 2024,,,False,,,9413,65,,,,2024AR_Western Sky Dairy,kern,generic_r5,1c,178,178,manure,R5-2007-0035_one_page_2
White River Dairy,20400 Ave. 17 1/2 Ave Madera Madera 93637,"(37.001823013184, -120.179701997051)",Green Valley Soils,3754 W Birch Ave Fresno Ca 937 11,Green Valley Soils (559) 474-2377,3754 W Birch Ave Fresno 93711,Fresno,Broker,Broker,,"(36.842194570621, -119.861404169286)",12/31/2024,,12/31/2024,False,,,6467.0,95.4%,,,Total Loads Hauled Multiplied By Average Truck Load Weight,2024AR_White River Dairy_20400 Ave 17.5_Madera,fresno_madera,generic_r5,1,58,59,manure,R5-2007-0035_software
White River Dairy,20400 Ave. 17 1/2 Ave Madera Madera 93637,"(37.001823013184, -120.179701997051)",Green Valley Soils,3754 W Birch Ave Fresno Ca 937 11,Green Valley Soils (559) 474-2377,3754 W Birch Ave Fresno 93711,Fresno,Broker,Broker,,"(36.842194570621, -119.861404169286)",12/31/2024,,12/31/2024,False,,,2155.52,90.9 %,,,Total Loads Hauled Multiplied By Average Load Weight.,2024AR_White River Dairy_20400 Ave 17.5_Madera,fresno_madera,generic_r5,2,60,61,manure,R5-2007-0035_software
Zonneveld Dairies Complex,1523 E. Cerini Avenue Laton 93242,"(36.459957208571, -119.771142368352)",Rodrigues Bros Inc,10071 6Th Avenue Hanford 93230,Rodrigues Bros Inc. 10071 6Th Avenue Hanford 93230,10071 6Th Avenue Hanford 93230,,Broker,Broker,,"(36.327387507226, -119.56385859268)",,,,False,,,902.28,(If,,(If Amount Reported In Cubic Yards),Enter The Amount Of Process Wastewater Hauled In Gallons And The Method Used To Determine The,2024AR_Zonneveld Dairies Complex_1560 Cerini Ave_Fresno,fresno_madera,innovative_ag,1,50,51,manure,R5-2013-0122_general_order
Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,"(37.39662427334, -120.863036485791)",Silva & Sons Custom Spreading,23616 Williams Ln Hilmar Ca 95324,Rick Ellington (209) 652-5424,19486 American Ave Hilmar 95324,Merced,Farmer,Farmer,,"(37.411670669639, -120.840657726322)",04/30/2024,,4/30/2024,False,,,1594.8,47.7%,,,Hauler'S Calculations,20723 Geer Ave Hilmar 2024 Dairy AR,rancho_cordova,generic_r5,1,93,94,manure,R5-2007-0035_software
Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,"(37.39662427334, -120.863036485791)",Silva & Sons Custom Spreading,23616 Williams Ln Hilmar Ca 95324,Ken Olds (209) 652-5424,19420 American Ave Hilmar 95324,Merced,Farmer,Farmer,,"(37.412439751165, -120.839141020942)",04/30/2024,,4/30/2024,False,,,265.9,47.7%,,,Hauler'S Calculations,20723 Geer Ave Hilmar 2024 Dairy AR,rancho_cordova,generic_r5,2,95,96,manure,R5-2007-0035_software
Nylund Dairy Farms Llc,20723 Geer Ave Hilmar Merced 95324,"(37.39662427334, -120.863036485791)",Silva & Sons Custom Spreading,23616 Williams Ln Hilmar Ca 95324,Manuel Faria (209) 634-1891,21185 Williams Ave Hilmar 95324,Merced,Farmer,Farmer,,"(37.389511683672, -120.871685352582)",04/30/2024,,4/30/2024,False,,,665.0,47.7%,,,Hauler'S Calculations,20723 Geer Ave Hilmar 2024 Dairy AR,rancho_cordova,generic_r5,3,97,98,manure,R5-2007-0035_software
Ornellas Dairy #1,20749 S. Lammers Rd. Tracy 95304,"(37.771239018893, -121.477588993254)",Mat Ornellas,20749 Lammers Rd. Tracy 95304,Sam Aziz 21459 S. Reeve Rd. Tracy 95304 209-649-8628,Reeve Rd. & Byron Rd. Tracy 95304,,,,,"(37.763121019939, -121.499674972845)",April 1-15 2024,,4/1/2026,False,10.0,16,160.0,8.9%,,,16 Loads @ 10Tons Per Load,20749 S Lammers Rd Tracy 2024 Dairy AR,rancho_cordova,generic_r5,1,32,33,manure,R5-2007-0035_general_order
Dias Family Dairy,21330 W Second Ave Stevinson Merced 95374,"(37.33543889473, -120.8754148804)",Five Star Custom Spreading Inc.,3410 S Hunt Rd Gustine Ca 95322,Five Star Custom Spreading Inc. (209) 678-2913,Gustine 95322,Hunt Road Stanislaus,Broker,Broker,,"(37.283172299311, -120.990045548197)",10/08/2024,,10/8/2024,False,,,1508.0,20.4 %,,,Tons Per Load,"21330 W Second Ave, Stevinson 2024 Dairy AR",rancho_cordova,cas,1,45,46,manure,R5-2007-0035_software
Double D Dairy,2207 Roberts Rd. Ceres 95307,"(37.527103222686, -120.955165084896)",Dores Ag Services,P.O. Box 65 Stevinson 95374,Phil Dores P.O. Box 65 Stevinson 95374 209-649-4503,23234 Selon Ave. Stevinson 95374,,,,,"(37.3277179, -120.8531872)",4/29/24,,4/29/2024,False,,,5980.0,22.89% Moisture,,,Scale Weights,2207 Roberts Rd Ceres 2024 Dairy AR,rancho_cordova,generic_r5,1,172,173,manure,R5-2007-0035_general_order
Wagner Dairy L.P.,22176 Skiff Road Escalon Ca 95320,"(37.869356487817, -121.040628310778)",Alp Custom Spreading Inc.,2324 Villa Manucha Road Newman Ca 95360,Alp Custom Spreading 2324 Villa Manucha Road Newman 95360 209-862-3393,2324 Villa Manucha Road Newman Ca,,,,000-000-000,"(37.365262041504, -121.022008751064)",,,,False,12.0,118,1416.0,(If,,(If Amount Reported In Cubic Yards),118 Loads At 12 Ton Per Load,22176 Skiff Rd Escalon 2024 Dairy AR,rancho_cordova,generic_r5,1,142,143,manure,R5-2013-0122_general_order
Wagner Dairy L.P.,22176 Skiff Road Escalon Ca 95320,"(37.869356487817, -121.040628310778)",Alp Custom Spreading Inc.,2324 Villa Manucha Road Newman Ca 95360,Alp Custom Spreading 2324 Villa Manucha Road Newman 95360 209-862-3393,2324 Villa Manucha Road Newman Ca,,,,000-000-000,"(37.365262041504, -121.022008751064)",,,,False,12.0,255,3060.0,(If,,(If Amount Reported In Cubic Yards),255 Loads At 12 Ton Per Load,22176 Skiff Rd Escalon 2024 Dairy AR,rancho_cordova,generic_r5,2,144,145,manure,R5-2013-0122_general_order
Wagner Dairy L.P.,22176 Skiff Road Escalon Ca 95320,"(37.869356487817, -121.040628310778)",Alp Custom Spreading Inc.,2324 Villa Manucha Road Newman Ca 95360,Alp Custom Spreading 2324 Villa Manucha Road Newman 95360 209-862-3393,2324 Villa Manucha Road Newman Ca,,,,000-000-000,"(37.365262041504, -121.022008751064)",,,,False,12.0,80,960.0,(If,,(If Amount Reported In Cubic Yards),80 Loads At 12 Ton Per Load,22176 Skiff Rd Escalon 2024 Dairy AR,rancho_cordova,generic_r5,4,148,149,manure,R5-2013-0122_general_order
Ken Van Foeken Dairy #1,22338 Short Road Hilmar Ca 95324,"(37.426978371771, -120.891767973496)",Silva & Sons Llc,23616 Williams Avenue Hilmar Ca 95324,Silva & Sons Llc 23616 Williams Avenue Hilmar 95324 (209) 678-4027,23616 Williams Avenue Hilmar 95324,,Broker,Broker,,"(37.390622411571, -120.916363913993)",5/19/24,,5/19/2024,False,,,1500.0,70.7%,,,Number Of Truckloads X Average Truck Weight,"22338 Short Rd, Hilmar 2024 Dairy AR",rancho_cordova,generic_r5,1,39,40,manure,R5-2007-0035_general_order
Borba & Sons,2248 W. Service Road Modesto Ca 95358,"(37.579493176928, -121.027401248472)",J & F Fertilizer,1275 North Ave. Gustine Ca 95322,Mb Lucky Lady 2323 W. Keyes Road Modesto Ca 95358 209-531-0202,2323 W. Hatch Road Modesto Ca,,,,017-041-015,"(33.26941, -115.955676)",10/14/2024,,10/14/2024,False,10.0,75,750.0,4.3% Moisture,,,75 Loads At 10 Ton Per Load,2248 W Service Rd Modesto 2024 Dairy AR,rancho_cordova,generic_r5,1,18,19,manure,R5-2007-0035_general_order
D.V. Silveira & Son Dairy,22578 Henry Miller Rd Los Banos Ca 93635,"(37.101988683968, -120.900495043444)",Silva & Sons Llc,23616 Williams Avenue Hilmar Ca 95324,Silva & Sons Llc 23616 Williams Avenue Hilmar 95324 (209) 678-4027,23616 Williams Avenue Hilmar 95324,,Broker,Broker,,"(37.390622411571, -120.916363913993)",10/24/24,,10/24/2024,False,,,1800.0,90.1 %,,,Number Of Truckloads X Average Truck Weight,22578 W Henry Miller Rd Los Banos 2024 Dairy AR,rancho_cordova,generic_r5,1,25,26,manure,R5-2007-0035_general_order
Azevedo Dairy #3,227 W El Nido Rd El Nido Merced 95317,"(37.134568722516, -120.496777324237)",Gomes Farms Llc,P.O. Box 149 El Nido Ca 95317,Gomes Farms Llc (209) 564-2431,El Nido 95317,Coyote Rd Merced,Broker,Broker,,"(37.12954909407, -120.564216398897)",07/11/2024,,7/11/2024,False,,,8040.0,63.5 %,,,335 Loads X 24 Tons,227 W El Nido Rd El Nido 2024 Dairy AR,rancho_cordova,generic_r5,1,41,42,manure,R5-2007-0035_software
Azevedo Dairy #3,227 W El Nido Rd El Nido Merced 95317,"(37.134568722516, -120.496777324237)",Gomes Farms Llc,P.O. Box 149 El Nido Ca 95317,Gomes Farms Llc (209) 564-2431,El Nido 95317,Coyote Rd Merced,Broker,Broker,,"(37.12954909407, -120.564216398897)",11/20/2024,,11/20/2024,False,,,2616.0,63.5 %,,,109 Loads X 24 Tons,227 W El Nido Rd El Nido 2024 Dairy AR,rancho_cordova,generic_r5,2,43,44,manure,R5-2007-0035_software
Teixeira & Sons (Formerly John & Nicole Santos Dairy),22759 S Mercey Springs Rd Los Banos Merced 93635,"(36.957177099286, -120.839305222425)",Azevedo Trucking,6465 W Hwy 152 Dos Palos Ca 93620,Teixeira & Sons (209) 827-9800,Los Banos 93635,Mercy Springs Merced,Farmer,Farmer,,"(37.115572851786, -120.834801599578)",08/16/2024,,8/16/2024,False,,,5018.0,80.1 %,,,193 Loads X 26 Tons,22759 S Mercy Springs Rd Los Banos 2024 Dairy AR,rancho_cordova,cas,2,61,62,manure,R5-2007-0035_software
California Dairy Farms-Stevinson,22846 W. Second Ave Stevinson Ca 95374,"(37.33543973292, -120.903043812561)",Hinds Manure Spreading,19075 3Rd Ave Stevinson Ca 95374,Souza Brothers Dairy 3887 Mccullagh Rd Stevinson 95374 (209) 632-,3887 Mccullagh Rd Stevinson 95374,,Farmer,Farmer,,"(37.344589502245, -120.878690863437)",5/11/2024,,5/11/2024,False,,,1600.0,88.7%,,,Number Of Truckloads X Average Truck Weight,"22846 Second Ave, Stevinson 2024 Dairy AR",rancho_cordova,generic_r5,1,58,59,manure,R5-2007-0035_general_order
Kool Haas #2,24544 Lone Tree Road Escalon 95320,"(37.827273005539, -121.007893961392)",Van Ruter Farms,22339 River Rd. Escalan 95320,Sken Van Ruter 22339 River Rd Escalon 95320 209652-682,22339 River Rd Escalon 95320 0245 0250 0009 0600,,,,,"(37.757052144854, -121.034235852321)",7/24/24,,7/24/2024,False,,,1173.0,,,,Hauler'S Calculations.,24586 E Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,generic_r5,1,46,47,manure,R5-2007-0035_general_order
Kool Haas #2,24544 Lone Tree Road Escalar 95320 Zip Code,"(37.827273005539, -121.007893961392)",Van Ruter Farms,22339,Glen Van Ruler 22389 River Rd Escalon 95320 209652-682,22339 River Rd Escalon 95320 0245 0250 0009 0000,,,,,"(37.757052144854, -121.034235852321)",10/15,,10/15/2026,False,,,373.0,,,,Hauler'S Calculations.,24586 E Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,generic_r5,2,48,49,manure,R5-2007-0035_general_order
Roest Family Dairy,2472 Gates Road Modesto Ca 95358,"(37.672758152556, -121.155676218288)",Avila Spreading Service,P.O. Box 580742 Modesto Ca 95358,Avila Spreading Service P.O. Box 580742 Modesto 95358 (209) 595-7955,Paradise & Baker Road Stanislaus County,,Broker,Broker,,"(37.609000996504, -121.094093034553)",5/25/2024,,5/25/2024,False,,,1200.0,74.6%,,,Number Of Truckloads X Average Truck Weight,"2472 Gates Rd, Modesto 2024 Dairy AR",rancho_cordova,generic_r5,1,23,24,manure,R5-2007-0035_general_order
Fagundes Brothers Dairy #1,2510 Turlock Road Snelling Ca 95369,"(37.493198005247, -120.519019039589)",Kenneth Stone & Family Spreading Llc,5175 W. Shaw Ave Winton Ca 95388,Fagundes Dairy Po Box 2717 Merced 95344 (209) 383-6020,14478 Cox Ferry Road Snelling 95369 Merced County,,Farmer,Farmer,,"(37.498999539529, -120.500448262552)",5/15/2024,,5/15/2024,False,,,6200.0,25.9%,,,Number Of Truckloads X Average Truck Weight,2510 W Turlock Rd Snelling 2024 Dairy AR,rancho_cordova,generic_r5,1,48,49,manure,R5-2007-0035_general_order
Fdb Dairy,25381 E Doods Rd Escalon 95320,"(37.857648435914, -121.001146948431)",Brasil Spreading,21768 Lone Tree Rd Escalon 95330,Victor Bravil 21768 Lime Tree Rd. Escalo 95320209838-2868,Edwards/Campbell Escala 95320 0247 0150,,,,,"(37.796602993178, -120.999184996355)",11/13-14 2024,,11/13/2026,False,,,935.0,,,,Hauler'S Calculations,25381 E Dodds Rd Escalon 2024 Dairy AR,rancho_cordova,generic_r5,1,36,37,manure,R5-2007-0035_general_order
Fdb Dairy,25381 E. Dodds Rd Escala 95320,"(37.857648435914, -121.001146948431)",Brasil Spreading,21768 Lone Tree Rd Escala 95320,Victor Brasil 21768 Lone Tree Rd. Escalon 95320 2098382668,21768 Lime Tree Rd Escalon 95320 0247 0150 0650 000,,,,,"(37.796602993178, -120.999184996355)",5 30-31 2024,,5/30/2026,False,,,148.0,,,,Hauler'S Calculations,25381 E Dodds Rd Escalon 2024 Dairy AR,rancho_cordova,generic_r5,2,38,39,manure,R5-2007-0035_general_order
6 D Dores Dairy,25762 Turner Avenue Hilmar Ca 95324,"(37.37292192754, -120.955438921673)",Dores Ag Services Inc.,22846 Second Avenue Stevinson Ca 95374,Dores Ag Services Inc. 22846 Second Avenue Stevinson 95374 (209) 649-4503,Third Avenue & Cemetery Road Merced County,,Broker,Broker,,"(37.328003685609, -120.923973340971)",10/16/2024,,10/16/2024,False,,,1700.0,,,,Number Of Truckloads X Average Truck Weight,"25762 Turner Ave, Hilmar 2024 Dairy AR",rancho_cordova,generic_r5,1,43,44,manure,R5-2007-0035_general_order
John Brasil Dairy #1,2613 S. Mitchell Road Turlock Ca 95380,"(37.468743760823, -120.940354513442)",John Brasil Dairy #1,2613 S. Mitchell Road Turlock Ca 95380,Jb Farms 8400 W. Linwood Avenue Turlock 95380 (209) 656-9005,9730 Bradbury Road Turlock 95380,,Farmer,Farmer,,"(37.44895195004, -120.960190203488)",10/22/2024,,10/22/2024,False,,,1300.0,91.65%,,,Number Of Truckloads X Average Truck Weight,"2613 S Mitchell Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,1,47,48,manure,R5-2007-0035_general_order
John Brasil Dairy #1,2613 S. Mitchell Road Turlock Ca 95380,"(37.468743760823, -120.940354513442)",John Brasil Dairy #1,2613 S. Mitchell Road Turlock Ca 95380,Jb Farms 8400 W. Linwood Avenue Turlock 95380 (209) 656-9005,9730 Bradbury Road Turlock 95380,,Farmer,Farmer,,"(37.44895195004, -120.960190203488)",5/18/2024,,5/18/2024,False,,,1500.0,93.68%,,,Number Of Truckloads X Average Truck Weight,"2613 S Mitchell Rd, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,2,49,50,manure,R5-2007-0035_general_order
Machado Dairy,26234 S Union Rd Manteca Ca 95337,"(37.719267992172, -121.231011003829)",Bill Cambra,21165 S. Airport Way Manteca 95337,Cardoza Brothers 24421 S Airport Way Manteca Ca 95337 209-607-4743,,,,,241-350-270-000,"(37.728246, -121.255586)",September 21-30 2024,,9/21/2026,False,10.0,393,3930.0,(If Amount Reported In Moisture,,,393 Loads Hauled At Approximately 10 Tons Per Load.,26230 S Union Rd Manteca 2024 Dairy AR,rancho_cordova,generic_r5,1,50,51,manure,R5-2007-0035_general_order
,26298 Groves Road,"(37.941049336428, -120.988486586599)",Machado Dairy Farms,,Tony Borba Dairy 23844 Dodds Road Escalon Ca 95320 209-604-1764,23844 Dodds Road Escalon Ca 95320 207-170-02,,,,207-180-01,"(37.855305777795, -121.019677743791)",10/15/2024,,10/15/2024,False,20.0,85.5,1650.0,72.3% Moisture,,,85.5 Loads At 20 Ton Per Load,26298 Groves Rd Farmington 2024 Dairy AR,rancho_cordova,generic_r5,1,26,27,manure,R5-2007-0035_general_order
,26298 Groves Road,"(37.941049336428, -120.988486586599)",Machado Dairy Farms,,Tony Borba Dairy 23844 Dodds Road Escalon Ca 95320 209-604-1764,23844 Dodds Road Escalon Ca 95320 207-170-02,,,,207-180-01,"(37.855305777795, -121.019677743791)",5/10/2024,,5/10/2024,False,20.0,53,1060.0,60.9% Moisture,,,53 Loads At 20 Ton Per Load,26298 Groves Rd Farmington 2024 Dairy AR,rancho_cordova,generic_r5,2,28,29,manure,R5-2007-0035_general_order
Diamond O Dairy,2743 Baker Road Modesto Ca 95358,"(37.599320024065, -121.094649425286)",Avila Spreading Service,Po Box 580742 Modesto Ca 95358,Bizzini Ranch 7519 Paradise Road Modesto Ca 95358 209-484-1736,7519 Paradise Road Modesto Ca,,,,017-001-012,"(35.290231, -120.671886)",,,,False,10.0,46,460.0,(Ir,,(If Amount Reported In Cubic Yards),46 Loads At 10 Ton Per Load,2743 Baker Rd Modesto 2024 Dairy AR,rancho_cordova,generic_r5,1,67,68,manure,R5-2013-0122_general_order
Diamond O Dairy,2743 Baker Road Modesto Ca 95358,"(37.599320024065, -121.094649425286)",Avila Spreading Service,Po Box 580742 Modesto Ca 95358,Avila Spreading Service Po Box 580742 Modesto Ca 95358 209-595-7955,7243 Paradise Road Modesto Ca,,,,017-002-007,"(35.126821, -120.583359)",,,,False,10.0,74,740.0,(If,,(If Amount Reported In Cubic Yards),74 Loads At 10 Ton Per Load,2743 Baker Rd Modesto 2024 Dairy AR,rancho_cordova,generic_r5,2,70,71,manure,R5-2013-0122_general_order
