Origin Dairy Name,Origin Dairy Address,Origin Dairy Latitude (Geocoded),Origin Dairy Longitude (Geocoded),Hauler Name,Hauler Address,Destination Name,Destination Contact Address,Destination Address,Destination Nearest Cross Street,Destination Type (Standardized),Destination Assessor Parcel Number,Destination County,Destination Address Final,Destination Address Final Source,Destination Latitude (Geocoded),Destination Longitude (Geocoded),First Haul Date,Last Haul Date,Is Pipeline,Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Total Process Wastewater Exports (Gallons),Source PDF,Manifest Number,Start Page,End Page,Manifest Type,Origin Latitude,Origin Longitude,Origin City,Origin Zip,Origin County,Destination City,Destination Zip,Estimated Number of Hauls (Based on Average),Estimated Number of 10k-gallon Hauls (Based on Distribution),Estimated Number of 20k-gallon Hauls (Based on Distribution)
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-035-006,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.505742,-121.002511,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p2,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-036-018,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.497648,-121.010494,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p3,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-036-019,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.49762,-121.007104,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p4,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-036-016,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.494737,-121.01015,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p5,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-033-006,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,36.424597,-121.324179,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p6,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-033-007,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,35.129338,-120.575799,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p7,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-033-008,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,36.424184,-121.324396,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p8,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-011,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.498245,-121.018411,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p9,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-013,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,35.570424,-121.105635,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p10,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-013,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,35.570424,-121.105635,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p11,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-014,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p12,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-015,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p13,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-016,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p14,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-017,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p15,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-036-023,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p16,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-033-002,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,39.001756,-122.008666,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p17,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-004,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,35.570619,-121.10562,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p18,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,058-001-015,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.491439,-121.041676,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p19,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-037-004,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,34.412745,-119.707401,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p20,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,058-002-003,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,38.084283,-120.587172,2024-01-17,2024-01-21,False,,,,,34282.0,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,4p21,21,22,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,4,3,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-035-012,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p1,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-035-006,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.505742,-121.002511,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p2,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-036-018,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.497648,-121.010494,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p3,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-036-019,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.49762,-121.007104,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p4,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-036-016,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.494737,-121.01015,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p5,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-033-006,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,36.424597,-121.324179,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p6,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-033-007,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,35.129338,-120.575799,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p7,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-033-008,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,36.424184,-121.324396,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p8,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-011,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.498245,-121.018411,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p9,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-013,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,35.570424,-121.105635,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p10,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-013,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,35.570424,-121.105635,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p11,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-014,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p12,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-015,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p13,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-016,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p14,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-017,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p15,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-036-023,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,37.50229,-121.008182,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p16,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-033-002,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,39.001756,-122.008666,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p17,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
Alamo Dairy,1500 W. Fulkerth Rd. Crowslanding 95313,37.505571622171,-121.013470944489,,,JA Machado Farming,8842 Moffett Rd. Ceres 95307,,,Farmer,022-034-004,,"022-035-012,022-035-006,022-036-018,022-036-019,022-036-016,022-033-006,022-033-007,022-033-008,022-034-011,022-034-013,022-034-013,022-034-014,022-034-015,022-034-016,022-034-017,022-036-023,022-033-002,022-034-004,058-001-015,022-037-004,058-002-003",Destination Assessor Parcel Number,35.570619,-121.10562,2024-01-31,2024-02-12,False,,,,,217816.14285714287,1500 Fulkerth Rd Crows Landing 2024 Dairy AR,5p18,23,24,wastewater,37.505571622171,-121.013470944489,Crows Landing,95313,Stanislaus,,,25,22,0
