Dairy Name,Dairy Address,Average Milk Cows,Average Dry Cows,Average Bred Heifers,Average Heifers,Average Calves (4-6 mo.),Average Calves (0-3 mo.),Average Other/Unspecified Head,Average Steer,Total Manure Generated (tons),Average Milk Production (lb per cow per day),Total Dry Manure Generated N After Ammonia Losses (lbs),Total Dry Manure Generated N (lbs),Total Dry Manure Generated P (lbs),Total Dry Manure Generated K (lbs),Total Dry Manure Generated Salt (lbs),Total Process Wastewater Generated (gals),Total Process Wastewater Generated N (lbs),Total Process Wastewater Generated P (lbs),Total Process Wastewater Generated K (lbs),Total Process Wastewater Generated Salt (lbs),Applied N Dry Manure (lbs),Applied P Dry Manure (lbs),Applied K Dry Manure (lbs),Applied Salt Dry Manure (lbs),Applied Process Wastewater (gals),Applied Process Wastewater N (lbs),Applied Process Wastewater P (lbs),Applied Process Wastewater K (lbs),Applied Process Wastewater Salt (lbs),Applied to Removed Ratio N,Applied to Removed Ratio P,Applied to Removed Ratio K,Applied to Removed Ratio Salt,Total Exported N (lbs),Total Exported P (lbs),Total Exported K (lbs),Total Exported Salt (lbs),File Name,Average Milk Production (kg per cow),Average Milk Production (L per cow),Reported Annual Milk Production (L),Total Herd Size,Total Applied N (lbs),Total Applied P (lbs),Total Applied K (lbs),Total Applied Salt (lbs),Total Reported N (lbs),Total Reported P (lbs),Total Reported K (lbs),Total Reported Salt (lbs),Unaccounted For N (lbs),Unaccounted For P (lbs),Unaccounted For K (lbs),Unaccounted For Salt (lbs),Total Wastewater Generated (L),Estimated Total Wastewater Generated (L),Wastewater to Reported Milk Ratio,Wastewater to Estimated Milk Ratio,Wastewater Ratio Discrepancy,Calculated Manure Factor,Manure Factor Discrepancy,Nitrogen Discrepancy,USDA Nitrogen % Deviation,UCCE Nitrogen % Deviation,USDA N Estimate (lbs),UCCE N Estimate (lbs),Estimated Annual Milk Production (L),Estimated Wastewater Generation (L),Wastewater to Estimated Milk Ratio,City,Region,Sub-Region,Year,County,State,Zip,Latitude,Longitude,Template,Manure Factor Average,Manure Factor Standard Deviation,Wastewater Ratio Average,Wastewater Ratio Standard Deviation,USDA Nitrogen % Deviation Average,USDA Nitrogen % Deviation Standard Deviation,UCCE Nitrogen % Deviation Average,UCCE Nitrogen % Deviation Standard Deviation,Facility Count,CADDID,address
Four Star Dairy,22401 20 RD Tulare Tulare 93274,2390.0,280.0,390.0,280.0,284.0,0.0,0.0,,73218.85,71.0,654094.84,934421.2,154904.98,459277.28,1189717.5,25382700.0,99351.58,16625.04,119032.19,767371.74,143453.7,50266.66,95877.55,86151.6,99351.58,99351.58,16625.04,119032.19,767371.74,0.97,1.12,0.65,0.71,,,,,Kings_2023_generic_r5.csv,32.205032,33.17118296,32326976.353668004,3624.0,242805.28000000003,66891.70000000001,214909.74,853523.34,753446.4199999999,171530.02000000002,578309.47,1957089.24,510641.1399999999,104638.32,363399.73,1103565.9,96083926.407,12930790.541467205,2.972252194446196,2.972252194446196,0.0,24.822000005082455,1.322000005082458,-1891320989.16,-99.9654279358364,-26.96614665150248,1891975084.0,895604.99687568,32326976.353668004,,,Tulare,R5,S,2023,Tulare,California,93274.0,36.139998268707,-119.529065294557,generic_r5,,,,,,,,,,,"22401 Road 20, Tulare, California, 93274"
Sozinho Dairy 45,7205 Houston AVE Hanford Kings 93230,1085.0,85.0,200.0,185.0,200.0,200.0,0.0,,33928.31,67.0,,431381.74,,205648.98,530418.0,32965000.0,135808.76,18084.58,105268.76,,,,,,135808.76,135808.76,18084.58,105268.76,726027.6,1.32,0.94,0.84,1.55,,,,,Kings_2023_generic_r5.csv,30.390664,31.30238392,13367683.053036,1955.0,135808.76,18084.58,105268.76,726027.6,135808.76,18084.58,310917.74,530418.0,0.0,0.0,205648.98,-195609.6,124786040.65,5347073.2212144,9.334904198050928,9.334904198050928,0.0,24.953998839937963,1.453998839937963,,,,876707530.4,412812.1327678,13367683.053036,,,Hanford,R5,S,2023,Kings,California,93230.0,36.298462368809,-119.586809538468,generic_r5,,,,,,,,,,10991.0,"7205 Houston Ave, Hanford, California, 93230"
Contente & Company,7900 15th Ave Hanford Kings 93230,810.0,110.0,140.0,120.0,130.0,140.0,0.0,,24881.66,,,,,149800.77,,15199175.0,46833.44,14137.96,111397.52,,53073.41,16468.16,59230.65,703875.44,46833.44,46833.44,14137.96,111397.52,363549.1,0.58,1.08,0.91,1.8,,,,,Kings_2023_generic_r5.csv,,,,1450.0,99906.85,30606.12,170628.17,1067424.54,46833.44,14137.96,261198.29,0.0,-53073.41,-16468.16,90570.11999999997,-1067424.54,57535109.03675,,,,,23.74093626421846,0.2409362642184582,,,,642942094.4,318208.5796922,,,,Hanford,R5,S,2023,Kings,California,93230.0,36.35886499023,-119.727346021555,generic_r5,,,,,,,,,,,"7900 15th Ave, Hanford, California, 93230"
Still Waters Ranch LLC,5001 4th Avenue Hanford CA 93230,5133.0,711.0,0.0,2437.0,0.0,0.0,0.0,,188654.45,,,2561172.15,436011.48,814052.2,4459291.43,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,8281.0,0.0,0.0,0.0,0.0,0.0,436011.48,814052.2,4459291.43,0.0,436011.48,814052.2,4459291.43,,27106571.26578432,,,,28.00861639273761,4.508616392737611,,,,4874830988.0,2045058.68143676,67766428.1644608,,,Hanford,R5,S,2023,Kings,California,93230,36.399908990785,-119.52775798716,innovative_ag,,,,,,,,,,,"5001 4th Ave, Hanford, California, 93230"
High Roller Dairy,14782 8th Avenue Hanford CA 93230,1828.0,195.0,0.0,855.0,0.0,0.0,0.0,,60038.73,,,693573.0,115825.45,223569.8,,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,2878.0,0.0,0.0,0.0,0.0,0.0,115825.45,223569.8,0.0,0.0,115825.45,223569.8,0.0,,9383400.696557442,,,,25.70365489858043,2.203654898580432,,,,1551400783.2000003,709197.1657154,23458501.741393603,,,Hanford,R5,S,2023,Kings,California,93230,36.256735020437,-119.601946966537,innovative_ag,,,,,,,,,,,"14782 8th Ave, Hanford, California, 93230"
Poplar Lane Dairy,5387 Kent Avenue Hanford CA 93230,2188.0,312.0,0.0,1170.0,0.0,0.0,0.0,,83107.21,,,1123535.7,191062.9,363602.05,1951606.4,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,3670.0,0.0,0.0,0.0,0.0,0.0,191062.9,363602.05,1951606.4,0.0,191062.9,363602.05,1951606.4,,11595898.0432,,,,28.383133236853627,4.883133236853627,,,,2147490306.4,889014.2920316,28989745.108000003,,,Hanford,R5,S,2023,Kings,California,93230,36.225715985627,-119.552776040301,innovative_ag,,,,,,,,,,,"5387 Kent Ave, Hanford, California, 93230"
River Ranch Dairy,6155 Jackson Avenue Hanford CA 93230,355.0,390.0,0.0,1565.0,0.0,755.0,0.0,,188250.35,,,2545090.25,435003.35,776676.2,4458358.36,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,3065.0,0.0,0.0,0.0,0.0,0.0,435003.35,776676.2,4458358.36,0.0,435003.35,776676.2,4458358.36,,3455577.6168736,,,,133.5455027504062,110.0455027504062,,,,4864389044.0,427993.2314443,8638944.042183999,,,Hanford,R5,S,2023,Kings,California,93230,36.254587995938,-119.566094968266,innovative_ag,,,,,,,,,,,"6155 Jackson Ave, Hanford, California, 93230"
Backroad Ranch 42,4119 Houston Avenue Hanford CA 93230,0.0,48.0,0.0,0.0,0.0,0.0,0.0,,21714.14,,,307957.8,52603.8,75292.2,558171.43,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,48.0,0.0,0.0,0.0,0.0,0.0,52603.8,75292.2,558171.43,0.0,52603.8,75292.2,558171.43,,222641.24242944003,,,,452.3779166666666,428.8779166666666,,,,561093377.6,14573.76,556603.1060736,,,Hanford,R5,S,2023,Kings,California,93230,36.298550994274,-119.532818980297,innovative_ag,,,,,,,,,,,"4119 Houston Ave, Hanford, California, 93230"
Milkaholic Dairy LLC,6267 5th Ave Hanford CA 93230,1291.0,145.0,0.0,336.0,0.0,0.0,0.0,,38024.43,,,432229.35,72229.85,128607.75,,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,1772.0,0.0,0.0,0.0,0.0,0.0,72229.85,128607.75,0.0,0.0,72229.85,128607.75,0.0,,6660683.836014081,,,,24.39141240476244,0.8914124047624377,,,,982551271.2,473321.39873728,16651709.5900352,,,Hanford,R5,S,2023,Kings,California,93230,36.381201001993,-119.542399998541,innovative_ag,,,,,,,,,,,"6267 5th Ave, Hanford, California, 93230"
CowIifornia Dairy LLC,3742 Highway 198 Hanford CA 93230,0.0,61.0,0.0,214.0,0.0,0.0,0.0,,49807.55,,,632493.9,107716.61,181817.45,1114470.96,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,275.0,0.0,0.0,0.0,0.0,0.0,107716.61,181817.45,1114470.96,0.0,107716.61,181817.45,1114470.96,,282939.91225408006,,,,357.5745891624113,334.0745891624113,,,,1287027092.0000002,42292.06657672,707349.7806352001,,,Hanford,R5,S,2023,Kings,California,93230,36.331897013044,-119.518850035741,innovative_ag,,,,,,,,,,,"3742 Hwy 198, Hanford, California, 93230"
Wreden Ranch Dairy,8749 Lansing Avenue Hanford CA 93230,5655.0,741.0,0.0,2047.0,0.0,34.0,0.0,,175815.93,,,2462833.85,414778.7,698975.0,4446050.83,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,8477.0,0.0,0.0,0.0,0.0,0.0,414778.7,698975.0,4446050.83,0.0,414778.7,698975.0,4446050.83,,29666945.55372288,,,,24.59290996496828,1.0929099649682783,,,,4543083631.2,2170594.4006886403,74167363.88430719,,,Hanford,R5,S,2023,Kings,California,93230,36.18922901628,-119.609711961639,innovative_ag,,,,,,,,,,,"8749 Lansing Ave, Hanford, California, 93230"
DeGroot Dairy North,2446 Grangeville Blvd Hanford CA 93230,1549.0,349.0,0.0,437.0,0.0,0.0,0.0,,53694.88,,,600895.85,98093.75,203399.9,1024328.7,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,2335.0,0.0,0.0,0.0,0.0,0.0,98093.75,203399.9,1024328.7,0.0,98093.75,203399.9,1024328.7,,8803605.794397442,,,,26.09235087488885,2.5923508748888544,,,,1387475699.1999998,624812.97847676,22009014.4859936,,,Hanford,R5,S,2023,Kings,California,93230,36.349263981147,-119.500219998648,innovative_ag,,,,,,,,,,10876.0,"2446 Grangeville Blvd, Hanford, California, 93230"
Hollandia Farms Dairy,7905 Kansas Avenue Hanford CA 93230,2466.0,277.0,0.0,1009.0,0.0,0.0,0.0,,91923.07,,,1235247.6,211002.85,395192.8,2132853.61,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,3752.0,0.0,0.0,0.0,0.0,0.0,211002.85,395192.8,2132853.61,0.0,211002.85,395192.8,2132853.61,,12723019.33299904,,,,29.53686932994392,6.036869329943919,,,,2375292128.8,944909.97680332,31807548.3324976,,,Hanford,R5,S,2023,Kings,California,93230,36.208300989218,-119.596596965378,innovative_ag,,,,,,,,,,10386.0,"7905 Kansas Ave, Hanford, California, 93230"
Dias and Sons Dairy,7594 Kent Avenue Hanford CA 93230,420.0,62.0,0.0,200.0,0.0,0.0,0.0,,15640.69,,,211378.8,35831.32,67711.15,368228.59,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,682.0,0.0,0.0,0.0,0.0,0.0,35831.32,67711.15,368228.59,0.0,35831.32,67711.15,368228.59,,2235689.14272896,,,,28.172753322040712,4.6727533220407125,,,,404155429.6,168560.958296,5589222.8568224,,,Hanford,R5,S,2023,Kings,California,93230,36.227650989884,-119.595664981564,innovative_ag,,,,,,,,,,,"7594 Kent Ave, Hanford, California, 93230"
DeGroot Dairy South,3101 Grangeville Blvd Hanford CA 93230,2028.0,349.0,0.0,437.0,0.0,0.0,0.0,,55891.27,,,632026.7,104765.95,177718.5,1131824.85,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,2814.0,0.0,0.0,0.0,0.0,0.0,104765.95,177718.5,1131824.85,0.0,104765.95,177718.5,1131824.85,,11025379.859474562,,,,22.031514971457057,-1.4684850285429434,,,,1444230416.8,770246.95847676,27563449.6486864,,,Hanford,R5,S,2023,Kings,California,93230,36.341675006012,-119.513359972981,innovative_ag,,,,,,,,,,,"3101 Grangeville Blvd, Hanford, California, 93230"
J and A Dairy LLC,16283 18th Avenue Lemoore CA 93245,0.0,58.0,0.0,390.0,0.0,0.0,0.0,,21447.04,,,292675.25,49132.65,91301.1,522132.52,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,448.0,0.0,0.0,0.0,0.0,0.0,49132.65,91301.1,522132.52,0.0,49132.65,91301.1,522132.52,,269024.83460224,,,,106.870206184817,83.370206184817,,,,554191513.6,60931.390677200005,672562.0865056,,,Lemoore,R5,S,2023,Kings,California,93245,36.235995006857,-119.780187969925,innovative_ag,,,,,,,,,,,"16283 18th Ave, Lemoore, California, 93245"
Joe Parreira Dairy,18081 17th Avenue Stratford CA 93266,1755.0,204.0,0.0,706.0,0.0,0.0,0.0,,61515.0,,,837364.75,142014.93,257500.2,1471396.89,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,2665.0,0.0,0.0,0.0,0.0,0.0,142014.93,257500.2,1471396.89,0.0,142014.93,257500.2,1471396.89,,9086545.70665152,,,,27.743289726928296,4.243289726928296,,,,1589547600.0,673214.4775848801,22716364.2666288,,,Stratford,R5,S,2023,Kings,California,93266,36.210073007369,-119.761892035493,innovative_ag,,,,,,,,,,10465.0,"18081 17th Ave, Stratford, California, 93266"
Cactus Ranch,8800 Lansing Avenue Hanford CA 93230,0.0,0.0,0.0,536.0,0.0,0.0,0.0,,5595.05,,,74343.2,11738.4,35215.2,138043.58,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,536.0,0.0,0.0,0.0,0.0,0.0,11738.4,35215.2,138043.58,0.0,11738.4,35215.2,138043.58,,0.0,,,,28.531944763219716,5.0319447632197125,,,,144576092.0,59539.197033280005,0.0,,,Hanford,R5,S,2023,Kings,California,93230,36.197717998269,-119.614774966433,innovative_ag,,,,,,,,,,,"8800 Lansing Ave, Hanford, California, 93230"
Double L Dairy,10234 Lansing Avenue Hanford CA 93230,2400.0,300.0,0.0,780.0,0.0,0.0,0.0,,79125.14,,,1091313.5,185751.42,324050.65,1925987.63,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,3480.0,0.0,0.0,0.0,0.0,0.0,185751.42,324050.65,1925987.63,0.0,185751.42,324050.65,1925987.63,,12523569.886656,,,,26.504333746508784,3.0043337465087845,,,,2044593617.6,906416.8613544,31308924.71664,,,Hanford,R5,S,2023,Kings,California,93230,36.202208980081,-119.641533018854,innovative_ag,,,,,,,,,,,"10234 Lansing Ave, Hanford, California, 93230"
Valadao Dairy,17293 9 1/2 Avenue Hanford CA 93230,1974.0,97.0,0.0,1213.0,0.0,0.0,0.0,,78602.93,,,1049586.7,179780.75,343694.95,1810487.86,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,3284.0,0.0,0.0,0.0,0.0,0.0,179780.75,343694.95,1810487.86,0.0,179780.75,343694.95,1810487.86,,9606041.93898688,,,,31.256373045257043,7.756373045257042,,,,2031099711.2,763537.77746524,24015104.8474672,,,Hanford,R5,S,2023,Kings,California,93230,36.221470006845,-119.62099601497,innovative_ag,,,,,,,,,,,"17293 9 1/2 Ave, Hanford, California, 93230"
CIoverdaIe Dairy,19142 10 1/2 Avenue Hanford CA 93230,0.0,716.0,0.0,1330.0,0.0,0.0,0.0,,155039.42,,,2147988.5,361993.86,621379.65,3835334.9,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,2046.0,0.0,0.0,0.0,0.0,0.0,361993.86,621379.65,3835334.9,0.0,361993.86,621379.65,3835334.9,,3321065.1995724803,,,,128.92170972047552,105.42170972047552,,,,4006218612.8,365129.1066684,8302662.9989312,,,Hanford,R5,S,2023,Kings,California,93230,36.189618020407,-119.650485981093,innovative_ag,,,,,,,,,,10165.0,"19142 10 1/2 Ave, Hanford, California, 93230"
The Dairy Inc,6240 21st Lemoore CA 96245,1097.0,32.0,0.0,0.0,0.0,0.0,0.0,,25931.06,,,288492.35,48632.6,66868.0,522362.45,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,1129.0,0.0,0.0,0.0,0.0,0.0,48632.6,66868.0,522362.45,0.0,48632.6,66868.0,522362.45,,5236707.55630912,,,,22.968166519043404,-0.5318334809565961,,,,670058590.4,342786.98,13091768.8907728,,,Lemoore,R5,S,2023,Kings,California,93245,36.38414799533,-119.834458026958,innovative_ag,,,,,,,,,,,"6240 21st Ave, Lemoore, California, 93245"
Holland's Dairy,3533 Grangeville Blvd. Hanford CA 93230,1214.0,170.0,0.0,624.0,0.0,0.0,0.0,,45011.48,,,610185.1,103363.62,194461.05,1067154.61,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_innovative_ag.csv,,,,2008.0,0.0,0.0,0.0,0.0,0.0,103363.62,194461.05,1067154.61,0.0,103363.62,194461.05,1067154.61,,6419489.15671552,,,,27.9176817758552,4.4176817758552005,,,,1163096643.2,489524.36908352,16048722.8917888,,,Hanford,R5,S,2023,Kings,California,93230,36.342110990706,-119.521773978845,innovative_ag,,,,,,,,,,10387.0,"3533 Grangeville Blvd, Hanford, California, 93230"
January 01 through December 31 2023,January 01 through December 31 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_provost_pritchard.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,,R5,S,2023,,,,36.374105693,-119.27023,provost_pritchard,,,,,,,,,,,California
Hakker Dairy,Hakker Dairy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_provost_pritchard.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,,R5,S,2023,,,,,,provost_pritchard,,,,,,,,,,,
Diamond D Dairy 9423 Idaho Ave Hanford CA 93230 Kings County,Diamond D Dairy 9423 Idaho Ave Hanford CA 93230 Kings County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_provost_pritchard.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Hanford,R5,S,2023,Kings,California,93230.0,36.265744015698,-119.625738998701,provost_pritchard,,,,,,,,,,,"9423 Idaho Ave, Hanford, California, 93230"
. Soares Dairy 43 (PreviousIy P&E Dairy),15336 10th Avenue Hanford CA 93230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Hanford,R5,S,2023,Kings,California,93230,36.248924008687,-119.637324968184,livingston,,,,,,,,,,,"15336 10th Ave, Hanford, California, 93230"
Vitor Borba 42 Dairy,16452 11th Avenue Hanford CA 93230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Hanford,R5,S,2023,Kings,California,93230,36.233747986254,-119.655360979799,livingston,,,,,,,,,,,"16452 11th Ave, Hanford, California, 93230"
Vitor Borba 1 Dairy,7721 FIint Avenue Hanford CA 93230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Hanford,R5,S,2023,Kings,California,93230,36.37134899682,-119.595835972389,livingston,,,,,,,,,,10297.0,"7721 Flint Ave, Hanford, California, 93230"
,8409 Sth Ave. Hanford CA 93230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,93230,R5,S,2023,,Hanford,California,36.332851,-119.647705,livingston,,,,,,,,,,,"93230, Hanford, California"
Moonstone Dairy,1305 lona Avenue Hanford CA 93230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,93230,R5,S,2023,,Hanford,California,36.332851,-119.647705,livingston,,,,,,,,,,,"93230, Hanford, California"
. Midnight Farms,9200 19 1/2 Avenue Lemoore CA 93245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Lemoore,R5,S,2023,Kings,California,93245,36.340686731565,-119.808279182708,livingston,,,,,,,,,,,"9200 19 1/2 Ave, Lemoore, California, 93245"
,6680 16th Ave. Hanford CA 93230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Hanford,R5,S,2023,Kings,California,93230,36.376908388626,-119.745055605687,livingston,,,,,,,,,,,"6680 16th Ave, Hanford, California, 93230"
. M.F. Rosa Dairy,10090 2nd Avenue Hanford CA 93230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Hanford,R5,S,2023,Kings,California,93230,36.327887990665,-119.496365999568,livingston,,,,,,,,,,10585.0,"10090 2nd Ave, Hanford, California, 93230"
Manuel & AIda Lawrence Dairy woip sciencoo112,12871 Kent Avenue Hanford 93230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Hanford,R5,S,2023,Kings,California,93230,36.224729016528,-119.687975970883,livingston,,,,,,,,,,10976.0,"12871 Kent Ave, Hanford, California, 93230"
Vitor Borba Heifers (Prev. Vitor Borba 42),7410 7th Avenue Hanford CA 93230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings_2023_livingston.csv,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,,Hanford,R5,S,2023,Kings,California,93230,36.365861993453,-119.583368981063,livingston,,,,,,,,,,10750.0,"7410 7th Ave, Hanford, California, 93230"
Curtimade Dairy Inc.,18337 Road 24 Tulare Tulare 93274,3300.0,400.0,1100.0,1150.0,1000.0,800.0,0.0,,111615.43,55.0,,1409303.56,,599458.95,1645785.0,80683966.0,146901.35,45646.72,403646.26,2175698.07,124813.7,61479.0,213921.6,,146901.35,146901.35,45646.72,403646.26,2175698.07,1.31,1.82,1.73,2.44,,,,,Tulare_west_2023_generic_r5.csv,24.94756,25.6959868,34702430.1734,7750.0,271715.05,107125.72,617567.86,2175698.07,146901.35,45646.72,1003105.21,3821483.07,-124813.69999999998,-61479.0,385537.35,1645785.0,305421891.73606,13880972.06936,8.80116724419407,8.80116724419407,0.0,23.53423641000865,0.0342364100086491,,,,2884142711.2,1439973.503546,34702430.1734,,,Tulare,R5,,2023,Tulare,California,93274,36.12377611471,-119.51856520438,generic_r5,,,,,,,,,,,"18337 Road 24, Tulare, California, 93274"
LK Ranches,29007 Road 56 Visalia Tulare 93277,165.0,0.0,0.0,0.0,0.0,0.0,0.0,,4232.5,70.0,,,9368.34,31599.02,,25701000.0,68380.37,4996.83,32574.79,247217.4,306289.96,123601.44,459169.62,,68380.37,68380.37,4996.83,32574.79,247217.4,0.73,1.17,0.61,1.04,,,,,Tulare_west_2023_generic_r5.csv,31.75144,32.7039832,1969597.38822,165.0,374670.33,128598.27,491744.41,247217.4,68380.37,14365.17,64173.81,247217.4,-306289.96,-114233.1,-427570.6,0.0,97288822.41,787838.9552879999,49.39528402701815,49.39528402701815,0.0,25.651515151515152,2.1515151515151523,,,,109367800.0,50097.3,1969597.38822,,,Visalia,R5,,2023,Tulare,California,93277,36.316596016435,-119.452866017564,generic_r5,,,,,,,,,,,"29007 Road 56, Visalia, California, 93277"
Mattos Brothers 43,3912 Avenue 232 Tulare Tulare 93274,1.0,4.0,218.0,4.0,1.0,1.0,0.0,,2184.17,1.0,,21297.3,3585.77,146.18,700.8,,,,,,59118.37,16725.84,57249.39,58818.72,,,,,,0.68,0.36,0.55,0.23,,,,,Tulare_west_2023_generic_r5.csv,0.453592,0.46719976,852.6395620000001,229.0,59118.37,16725.84,57249.39,58818.72,0.0,3585.77,146.18,700.8,-59118.37,-13140.07,-57103.21,-58117.92,,341.05582480000004,,,,25.261182494484085,1.7611824944840857,,,,56438952.8,26252.0448338,852.6395620000001,,,Tulare,R5,,2023,Tulare,California,93274,36.211096018651,-119.485636995866,generic_r5,,,,,,,,,,,"3912 Avenue 232, Tulare, California, 93274"
Delta View Farms 43,4590 Avenue 304 Visalia Tulare 93291,600.0,300.0,350.0,0.0,0.0,0.0,0.0,,21596.49,60.0,,279986.3,45221.83,110963.54,351495.0,17670900.0,29405.16,9593.42,65586.98,397376.08,113115.0,42560.4,142053.0,,29405.16,29405.16,9593.42,65586.98,397376.08,1.16,1.9,1.19,1.58,,,,,Tulare_west_2023_generic_r5.csv,27.21552,28.0319856,9208507.2696,1250.0,142520.16,52153.82,207639.98,397376.08,29405.16,54815.25,176550.52,748871.0800000001,-113115.0,2661.4300000000003,-31089.459999999992,351495.00000000006,66891601.569000006,3683402.907840001,7.264109112432253,7.264109112432253,0.0,21.007259479583123,-2.492740520416877,,,,558053301.6,312136.207018,9208507.2696,,,Visalia,R5,,2023,Tulare,California,93291,36.343265011135,-119.469354981309,generic_r5,,,,,,,,,,,"4590 Avenue 304, Visalia, California, 93291"
